,noFace,Face,,Left eye,,Right eye ,,Left,Right,Up,Down,Face width:,,,,,,,,
capture_2020_07_17_12_10_14_000410,0,335,204,276,174,389,172,0,0,0,0,248,,0.515151515,0.481092437,0.442155309,0.421307506,0.616692427,0.43358396,0.60311284
capture_2020_07_17_12_10_14_000411,0,337,202,280,175,391,172,0,0,0,0,248,,0.518181818,0.476890756,0.448494453,0.423728814,0.619783617,0.43358396,0.60311284
capture_2020_07_17_12_10_14_000412,0,337,202,278,174,390,171,0,0,0,0,248,,0.518181818,0.476890756,0.445324881,0.421307506,0.618238022,0.431077694,0.60311284
capture_2020_07_17_12_10_14_000413,0,337,202,278,174,390,171,0,0,0,0,248,,0.518181818,0.476890756,0.445324881,0.421307506,0.618238022,0.431077694,0.60311284
capture_2020_07_17_12_10_14_000414,0,337,202,275,175,388,171,0,0,0,0,248,,0.518181818,0.476890756,0.440570523,0.423728814,0.615146832,0.431077694,0.60311284
capture_2020_07_17_12_10_14_000415,0,337,202,275,175,385,172,0,0,0,0,248,,0.518181818,0.476890756,0.440570523,0.423728814,0.610510046,0.43358396,0.60311284
capture_2020_07_17_12_10_14_000416,0,337,202,275,177,385,173,0,0,0,0,248,,0.518181818,0.476890756,0.440570523,0.428571429,0.610510046,0.436090226,0.60311284
capture_2020_07_17_12_10_14_000417,0,337,202,278,179,386,176,0,0,0,0,248,,0.518181818,0.476890756,0.445324881,0.433414044,0.612055641,0.443609023,0.60311284
capture_2020_07_17_12_10_14_000418,0,337,202,278,183,386,180,0,0,0,0,248,,0.518181818,0.476890756,0.445324881,0.443099274,0.612055641,0.453634085,0.60311284
capture_2020_07_17_12_10_14_000419,0,339,202,283,181,390,179,0,0,0,0,248,,0.521212121,0.476890756,0.453248811,0.438256659,0.618238022,0.45112782,0.60311284
capture_2020_07_17_12_10_14_000420,0,342,201,284,181,392,179,0,0,0,0,248,,0.525757576,0.474789916,0.454833597,0.438256659,0.621329212,0.45112782,0.60311284
capture_2020_07_17_12_10_14_000421,0,343,201,285,182,394,178,0,0,0,0,248,,0.527272727,0.474789916,0.456418384,0.440677966,0.624420402,0.448621554,0.60311284
capture_2020_07_17_12_10_14_000422,0,345,201,287,182,395,180,0,0,0,0,248,,0.53030303,0.474789916,0.459587956,0.440677966,0.625965997,0.453634085,0.60311284
capture_2020_07_17_12_10_14_000423,0,345,201,285,184,394,183,0,0,0,0,248,,0.53030303,0.474789916,0.456418384,0.445520581,0.624420402,0.461152882,0.60311284
capture_2020_07_17_12_10_14_000424,0,345,201,285,188,394,189,0,0,0,0,248,,0.53030303,0.474789916,0.456418384,0.455205811,0.624420402,0.476190476,0.60311284
capture_2020_07_17_12_10_14_000425,0,345,212,285,191,394,190,0,0,0,0,248,,0.53030303,0.49789916,0.456418384,0.462469734,0.624420402,0.478696742,0.60311284
capture_2020_07_24_18_01_42_010161,0,330,246,309,198,410,213,0,0,0,0,235,,0.507575758,0.569327731,0.494453249,0.479418886,0.649149923,0.536340852,0.552529183
capture_2020_07_24_18_01_42_010162,0,330,246,312,198,413,214,0,0,0,0,235,,0.507575758,0.569327731,0.499207607,0.479418886,0.653786708,0.538847118,0.552529183
capture_2020_07_24_18_01_42_010163,0,337,246,317,198,417,216,0,0,0,0,235,,0.518181818,0.569327731,0.507131537,0.479418886,0.659969088,0.543859649,0.552529183
capture_2020_07_24_18_01_42_010164,0,344,250,327,198,428,219,0,1,0,0,235,,0.528787879,0.577731092,0.522979398,0.479418886,0.676970634,0.551378446,0.552529183
capture_2020_07_24_18_01_42_010165,0,354,250,339,201,435,219,0,1,0,0,241,,0.543939394,0.577731092,0.54199683,0.486682809,0.687789799,0.551378446,0.575875486
capture_2020_07_24_18_01_42_010166,0,356,250,359,203,444,221,0,1,0,0,241,,0.546969697,0.577731092,0.573692552,0.491525424,0.701700155,0.556390977,0.575875486
capture_2020_07_24_18_01_42_010167,0,368,251,377,205,455,222,0,1,0,0,241,,0.565151515,0.579831933,0.6022187,0.496368039,0.7187017,0.558897243,0.575875486
capture_2020_07_24_18_01_42_010168,0,374,256,390,209,461,224,0,1,0,0,241,,0.574242424,0.590336134,0.622820919,0.506053269,0.72797527,0.563909774,0.575875486
capture_2020_07_24_18_01_42_010169,0,379,260,398,212,463,225,0,1,0,0,241,,0.581818182,0.598739496,0.635499208,0.513317191,0.731066461,0.56641604,0.575875486
capture_2020_07_24_18_01_42_010170,0,381,262,405,214,465,225,0,1,0,0,241,,0.584848485,0.602941176,0.64659271,0.518159806,0.734157651,0.56641604,0.575875486
capture_2020_07_24_18_01_42_010171,0,381,262,404,216,465,225,0,1,0,0,241,,0.584848485,0.602941176,0.645007924,0.523002421,0.734157651,0.56641604,0.575875486
capture_2020_07_24_18_01_42_010172,0,381,262,404,216,465,225,0,1,0,0,241,,0.584848485,0.602941176,0.645007924,0.523002421,0.734157651,0.56641604,0.575875486
capture_2020_07_24_18_01_42_010173,0,377,262,401,215,458,225,0,1,0,0,241,,0.578787879,0.602941176,0.640253566,0.520581114,0.723338485,0.56641604,0.575875486
capture_2020_07_24_18_01_42_010174,0,377,262,396,215,457,225,0,1,0,0,241,,0.578787879,0.602941176,0.632329635,0.520581114,0.72179289,0.56641604,0.575875486
capture_2020_07_24_18_01_42_010175,0,377,262,390,215,449,222,0,1,0,0,241,,0.578787879,0.602941176,0.622820919,0.520581114,0.70942813,0.558897243,0.575875486
capture_2020_07_24_18_01_42_010176,0,370,262,383,213,446,219,0,1,0,0,241,,0.568181818,0.602941176,0.611727417,0.515738499,0.704791345,0.551378446,0.575875486
capture_2020_07_24_18_01_42_010177,0,364,262,377,214,444,219,0,1,0,0,241,,0.559090909,0.602941176,0.6022187,0.518159806,0.701700155,0.551378446,0.575875486
capture_2020_07_24_18_01_42_010178,0,362,262,373,214,436,219,0,1,0,0,241,,0.556060606,0.602941176,0.595879556,0.518159806,0.689335394,0.551378446,0.575875486
capture_2020_07_24_18_01_42_010179,0,354,262,367,214,434,216,0,1,0,0,241,,0.543939394,0.602941176,0.58637084,0.518159806,0.686244204,0.543859649,0.575875486
capture_2020_07_24_18_01_42_010180,0,353,262,367,214,433,216,0,1,0,0,241,,0.542424242,0.602941176,0.58637084,0.518159806,0.684698609,0.543859649,0.575875486
capture_2020_07_24_18_01_42_010181,0,348,262,363,216,431,216,0,1,0,0,241,,0.534848485,0.602941176,0.580031696,0.523002421,0.681607419,0.543859649,0.575875486
capture_2020_07_24_18_01_42_010182,0,347,262,355,216,423,216,0,1,0,0,241,,0.533333333,0.602941176,0.567353407,0.523002421,0.669242658,0.543859649,0.575875486
capture_2020_07_24_18_01_42_010183,0,334,262,340,215,416,213,0,1,0,0,241,,0.513636364,0.602941176,0.543581616,0.520581114,0.658423493,0.536340852,0.575875486
capture_2020_07_24_18_01_42_010184,0,319,262,314,213,405,212,0,1,0,0,241,,0.490909091,0.602941176,0.502377179,0.515738499,0.641421947,0.533834586,0.575875486
capture_2020_07_24_18_01_42_010185,0,309,262,295,213,393,212,0,1,0,0,241,,0.475757576,0.602941176,0.472266244,0.515738499,0.622874807,0.533834586,0.575875486
capture_2020_07_24_18_01_42_010186,0,304,262,278,215,383,212,0,0,0,0,241,,0.468181818,0.602941176,0.445324881,0.520581114,0.607418856,0.533834586,0.575875486
capture_2020_07_24_18_01_42_010187,0,300,258,265,216,372,212,0,0,0,0,241,,0.462121212,0.594537815,0.424722662,0.523002421,0.590417311,0.533834586,0.575875486
capture_2020_07_24_18_01_42_010188,0,297,254,257,214,366,210,0,0,0,0,241,,0.457575758,0.586134454,0.412044374,0.518159806,0.58114374,0.528822055,0.575875486
capture_2020_07_24_18_01_42_010189,0,293,252,249,212,360,208,0,0,0,0,241,,0.451515152,0.581932773,0.399366086,0.513317191,0.57187017,0.523809524,0.575875486
capture_2020_07_24_18_01_42_010190,0,292,252,244,212,356,208,0,0,0,0,241,,0.45,0.581932773,0.391442155,0.513317191,0.56568779,0.523809524,0.575875486
capture_2020_07_24_18_01_42_010191,0,290,251,243,210,353,207,0,0,0,0,241,,0.446969697,0.579831933,0.389857369,0.508474576,0.561051005,0.521303258,0.575875486
capture_2020_07_24_18_01_42_010192,0,286,251,239,211,349,207,0,0,0,0,241,,0.440909091,0.579831933,0.383518225,0.510895884,0.554868624,0.521303258,0.575875486
capture_2020_07_24_18_01_42_010193,0,285,254,236,212,347,207,0,0,0,0,246,,0.439393939,0.586134454,0.378763867,0.513317191,0.551777434,0.521303258,0.595330739
capture_2020_07_24_18_01_42_010194,0,282,254,232,213,344,209,0,0,0,0,246,,0.434848485,0.586134454,0.372424723,0.515738499,0.547140649,0.526315789,0.595330739
capture_2020_07_24_18_01_42_010195,0,282,254,228,214,340,209,0,0,0,0,246,,0.434848485,0.586134454,0.366085578,0.518159806,0.540958269,0.526315789,0.595330739
capture_2020_07_24_18_01_42_010196,0,279,254,227,216,339,212,0,0,0,0,246,,0.43030303,0.586134454,0.364500792,0.523002421,0.539412674,0.533834586,0.595330739
capture_2020_07_24_18_01_42_010197,0,279,254,227,216,339,212,0,0,0,0,246,,0.43030303,0.586134454,0.364500792,0.523002421,0.539412674,0.533834586,0.595330739
capture_2020_07_24_18_01_42_010198,0,281,254,227,216,339,212,0,0,0,0,246,,0.433333333,0.586134454,0.364500792,0.523002421,0.539412674,0.533834586,0.595330739
capture_2020_07_24_18_01_42_010199,0,283,254,227,216,339,212,0,0,0,0,246,,0.436363636,0.586134454,0.364500792,0.523002421,0.539412674,0.533834586,0.595330739
capture_2020_07_24_18_01_42_010200,0,284,254,227,216,339,212,0,0,0,0,246,,0.437878788,0.586134454,0.364500792,0.523002421,0.539412674,0.533834586,0.595330739
capture_2020_07_24_18_01_42_010201,0,284,254,227,216,339,212,0,0,0,0,246,,0.437878788,0.586134454,0.364500792,0.523002421,0.539412674,0.533834586,0.595330739
capture_2020_07_24_18_01_42_010202,0,286,261,230,218,344,215,0,0,0,0,246,,0.440909091,0.600840336,0.369255151,0.527845036,0.547140649,0.541353383,0.595330739
capture_2020_07_24_18_01_42_010203,0,286,261,230,218,344,215,0,0,0,0,246,,0.440909091,0.600840336,0.369255151,0.527845036,0.547140649,0.541353383,0.595330739
capture_2020_07_24_18_01_42_010204,0,288,261,232,223,346,218,0,0,0,0,246,,0.443939394,0.600840336,0.372424723,0.539951574,0.550231839,0.54887218,0.595330739
capture_2020_07_24_18_01_42_010205,0,287,261,232,223,346,221,0,0,0,0,246,,0.442424242,0.600840336,0.372424723,0.539951574,0.550231839,0.556390977,0.595330739
capture_2020_07_24_18_01_42_010206,0,287,264,232,223,346,221,0,0,0,0,246,,0.442424242,0.607142857,0.372424723,0.539951574,0.550231839,0.556390977,0.595330739
capture_2020_07_24_18_01_42_010207,0,287,264,232,223,346,222,0,0,0,0,246,,0.442424242,0.607142857,0.372424723,0.539951574,0.550231839,0.558897243,0.595330739
capture_2020_07_24_18_01_42_010208,0,287,264,232,225,346,223,0,0,0,0,246,,0.442424242,0.607142857,0.372424723,0.544794189,0.550231839,0.561403509,0.595330739
capture_2020_07_24_18_01_42_010209,0,287,264,234,225,348,222,0,0,0,0,246,,0.442424242,0.607142857,0.375594295,0.544794189,0.553323029,0.558897243,0.595330739
capture_2020_07_24_18_01_42_010210,0,289,268,234,225,348,221,0,0,0,0,237,,0.445454545,0.615546218,0.375594295,0.544794189,0.553323029,0.556390977,0.560311284
capture_2020_07_24_18_01_42_010326,0,297,251,257,214,365,223,0,0,0,0,239,,0.457575758,0.579831933,0.412044374,0.518159806,0.579598145,0.561403509,0.568093385
capture_2020_07_24_18_01_42_010327,0,292,251,250,215,358,221,0,0,0,0,239,,0.45,0.579831933,0.400950872,0.520581114,0.56877898,0.556390977,0.568093385
capture_2020_07_24_18_01_42_010328,0,287,257,244,216,353,220,0,0,0,0,239,,0.442424242,0.592436975,0.391442155,0.523002421,0.561051005,0.553884712,0.568093385
capture_2020_07_24_18_01_42_010329,0,284,257,239,217,348,218,0,0,0,0,239,,0.437878788,0.592436975,0.383518225,0.525423729,0.553323029,0.54887218,0.568093385
capture_2020_07_24_18_01_42_010330,0,283,257,237,217,345,215,0,0,0,0,239,,0.436363636,0.592436975,0.380348653,0.525423729,0.548686244,0.541353383,0.568093385
capture_2020_07_24_18_01_42_010331,0,282,255,236,217,344,212,0,0,0,0,239,,0.434848485,0.588235294,0.378763867,0.525423729,0.547140649,0.533834586,0.568093385
capture_2020_07_24_18_01_42_010332,0,287,255,239,214,344,209,0,0,0,0,239,,0.442424242,0.588235294,0.383518225,0.518159806,0.547140649,0.526315789,0.568093385
capture_2020_07_24_18_01_42_010333,0,295,255,244,214,351,209,0,0,0,0,239,,0.454545455,0.588235294,0.391442155,0.518159806,0.557959815,0.526315789,0.568093385
capture_2020_07_24_18_01_42_010334,0,304,252,253,214,360,211,0,0,0,0,231,,0.468181818,0.581932773,0.40570523,0.518159806,0.57187017,0.531328321,0.536964981
capture_2020_07_24_18_01_42_010335,0,309,252,262,214,366,212,0,0,0,0,231,,0.475757576,0.581932773,0.419968304,0.518159806,0.58114374,0.533834586,0.536964981
capture_2020_07_24_18_01_42_010336,0,311,252,269,214,372,214,0,0,0,0,231,,0.478787879,0.581932773,0.431061807,0.518159806,0.590417311,0.538847118,0.536964981
capture_2020_07_24_18_01_42_010337,0,313,252,269,213,372,214,0,0,0,0,231,,0.481818182,0.581932773,0.431061807,0.515738499,0.590417311,0.538847118,0.536964981
capture_2020_07_24_18_01_42_010338,0,309,252,267,211,369,214,0,0,0,0,231,,0.475757576,0.581932773,0.427892235,0.510895884,0.585780526,0.538847118,0.536964981
capture_2020_07_24_18_01_42_010339,0,304,250,260,207,362,209,0,0,0,0,231,,0.468181818,0.577731092,0.416798732,0.501210654,0.57496136,0.526315789,0.536964981
capture_2020_07_24_18_01_42_010340,0,292,241,248,198,354,203,0,0,0,0,231,,0.45,0.558823529,0.3977813,0.479418886,0.5625966,0.511278195,0.536964981
capture_2020_07_24_18_01_42_010341,0,277,233,236,192,340,193,0,0,0,0,231,,0.427272727,0.542016807,0.378763867,0.464891041,0.540958269,0.486215539,0.536964981
capture_2020_07_24_18_01_42_010342,0,267,227,221,186,324,188,0,0,0,0,231,,0.412121212,0.529411765,0.354992076,0.450363196,0.516228748,0.473684211,0.536964981
capture_2020_07_24_18_01_42_010343,0,258,227,212,186,312,186,0,0,0,0,231,,0.398484848,0.529411765,0.340729002,0.450363196,0.497681607,0.468671679,0.536964981
capture_2020_07_24_18_01_42_010344,0,253,227,203,189,306,185,0,0,0,0,231,,0.390909091,0.529411765,0.326465927,0.457627119,0.488408037,0.466165414,0.536964981
capture_2020_07_24_18_01_42_010345,0,252,227,200,193,302,186,0,0,0,0,231,,0.389393939,0.529411765,0.321711569,0.467312349,0.482225657,0.468671679,0.536964981
capture_2020_07_24_18_01_42_010346,0,253,236,201,197,304,189,0,0,0,0,231,,0.390909091,0.548319328,0.323296355,0.476997579,0.485316847,0.476190476,0.536964981
capture_2020_07_24_18_01_42_010347,0,258,241,205,202,308,191,0,0,0,0,231,,0.398484848,0.558823529,0.329635499,0.489104116,0.491499227,0.481203008,0.536964981
capture_2020_07_24_18_01_42_010348,0,269,245,212,205,317,195,0,0,0,0,231,,0.415151515,0.567226891,0.340729002,0.496368039,0.505409583,0.49122807,0.536964981
capture_2020_07_24_18_01_42_010349,0,281,252,223,209,328,198,0,0,0,0,231,,0.433333333,0.581932773,0.358161648,0.506053269,0.522411128,0.498746867,0.536964981
capture_2020_07_24_18_01_42_010350,0,294,250,237,211,344,202,0,0,0,0,235,,0.453030303,0.577731092,0.380348653,0.510895884,0.547140649,0.50877193,0.552529183
capture_2020_07_24_18_01_42_010351,0,307,254,255,211,360,205,0,0,0,0,235,,0.472727273,0.586134454,0.408874802,0.510895884,0.57187017,0.516290727,0.552529183
capture_2020_07_24_18_01_42_010352,0,287,243,225,199,328,193,0,0,0,0,235,,0.442424242,0.56302521,0.36133122,0.481840194,0.522411128,0.486215539,0.552529183
capture_2020_07_24_18_01_42_010353,0,284,244,223,201,327,194,0,0,0,0,235,,0.437878788,0.56512605,0.358161648,0.486682809,0.520865533,0.488721805,0.552529183
capture_2020_07_24_18_01_42_010354,0,283,244,220,203,324,196,0,0,0,0,235,,0.436363636,0.56512605,0.35340729,0.491525424,0.516228748,0.493734336,0.552529183
capture_2020_07_24_18_01_42_010355,0,282,250,218,210,320,200,0,0,0,0,235,,0.434848485,0.577731092,0.350237718,0.508474576,0.510046368,0.503759398,0.552529183
capture_2020_07_24_18_01_42_010595,0,245,265,164,243,242,230,1,0,0,0,246,,0.378787879,0.609243697,0.264659271,0.588377724,0.389489954,0.578947368,0.595330739
capture_2020_07_24_18_01_42_010596,0,237,265,157,243,236,229,1,0,0,0,246,,0.366666667,0.609243697,0.253565769,0.588377724,0.380216383,0.576441103,0.595330739
capture_2020_07_24_18_01_42_010597,0,233,265,154,243,228,228,1,0,0,0,246,,0.360606061,0.609243697,0.24881141,0.588377724,0.367851623,0.573934837,0.595330739
capture_2020_07_24_18_01_42_010598,0,230,265,151,243,226,228,1,0,0,0,246,,0.356060606,0.609243697,0.244057052,0.588377724,0.364760433,0.573934837,0.595330739
capture_2020_07_24_18_01_42_010599,0,229,265,148,241,222,226,1,0,0,0,246,,0.354545455,0.609243697,0.239302694,0.583535109,0.358578053,0.568922306,0.595330739
capture_2020_07_24_18_01_42_010600,0,229,265,147,241,222,226,1,0,0,0,246,,0.354545455,0.609243697,0.237717908,0.583535109,0.358578053,0.568922306,0.595330739
capture_2020_07_24_18_01_42_010601,0,225,265,147,241,219,226,1,0,0,0,246,,0.348484848,0.609243697,0.237717908,0.583535109,0.353941267,0.568922306,0.595330739
capture_2020_07_24_18_01_42_010602,0,225,265,145,241,216,226,1,0,0,0,246,,0.348484848,0.609243697,0.234548336,0.583535109,0.349304482,0.568922306,0.595330739
capture_2020_07_24_18_01_42_010603,0,225,265,144,243,213,226,1,0,0,0,246,,0.348484848,0.609243697,0.23296355,0.588377724,0.344667697,0.568922306,0.595330739
capture_2020_07_24_18_01_42_010604,0,225,265,143,243,211,226,1,0,0,0,246,,0.348484848,0.609243697,0.231378764,0.588377724,0.341576507,0.568922306,0.595330739
capture_2020_07_24_18_01_42_010605,0,225,265,143,243,210,225,1,0,0,0,246,,0.348484848,0.609243697,0.231378764,0.588377724,0.340030912,0.56641604,0.595330739
capture_2020_07_24_18_01_42_010606,0,225,265,142,243,209,225,1,0,0,0,246,,0.348484848,0.609243697,0.229793978,0.588377724,0.338485317,0.56641604,0.595330739
capture_2020_07_24_18_01_42_010607,0,225,265,142,244,209,225,1,0,0,0,246,,0.348484848,0.609243697,0.229793978,0.590799031,0.338485317,0.56641604,0.595330739
capture_2020_07_24_18_01_42_010608,0,225,265,142,244,209,225,1,0,0,0,246,,0.348484848,0.609243697,0.229793978,0.590799031,0.338485317,0.56641604,0.595330739
capture_2020_07_24_18_01_42_010609,0,225,265,142,244,209,225,1,0,0,0,246,,0.348484848,0.609243697,0.229793978,0.590799031,0.338485317,0.56641604,0.595330739
capture_2020_07_24_18_01_42_010610,0,225,265,142,244,209,225,1,0,0,0,246,,0.348484848,0.609243697,0.229793978,0.590799031,0.338485317,0.56641604,0.595330739
capture_2020_07_24_18_01_42_010611,0,218,265,141,244,205,227,1,0,0,0,246,,0.337878788,0.609243697,0.228209192,0.590799031,0.332302937,0.571428571,0.595330739
capture_2020_07_24_18_01_42_010612,0,217,265,140,244,204,227,1,0,0,0,246,,0.336363636,0.609243697,0.226624406,0.590799031,0.330757342,0.571428571,0.595330739
capture_2020_07_24_18_01_42_010613,0,217,265,140,244,203,227,1,0,0,0,246,,0.336363636,0.609243697,0.226624406,0.590799031,0.329211747,0.571428571,0.595330739
capture_2020_07_24_18_01_42_010614,0,217,265,140,244,203,227,1,0,0,0,246,,0.336363636,0.609243697,0.226624406,0.590799031,0.329211747,0.571428571,0.595330739
capture_2020_07_24_18_01_42_010615,0,217,265,140,244,203,227,1,0,0,0,246,,0.336363636,0.609243697,0.226624406,0.590799031,0.329211747,0.571428571,0.595330739
capture_2020_07_24_18_01_42_010616,0,217,265,140,244,203,227,1,0,0,0,246,,0.336363636,0.609243697,0.226624406,0.590799031,0.329211747,0.571428571,0.595330739
capture_2020_07_24_18_01_42_010617,0,217,265,140,244,203,227,1,0,0,0,246,,0.336363636,0.609243697,0.226624406,0.590799031,0.329211747,0.571428571,0.595330739
capture_2020_07_24_18_01_42_010618,0,217,265,140,244,203,227,1,0,0,0,246,,0.336363636,0.609243697,0.226624406,0.590799031,0.329211747,0.571428571,0.595330739
capture_2020_07_24_18_01_42_010619,0,226,264,140,246,204,230,1,0,0,0,241,,0.35,0.607142857,0.226624406,0.595641646,0.330757342,0.578947368,0.575875486
capture_2020_07_24_18_01_42_010620,0,228,268,143,248,214,234,1,0,0,0,241,,0.353030303,0.615546218,0.231378764,0.600484262,0.346213292,0.588972431,0.575875486
capture_2020_07_24_18_01_42_010621,0,229,276,145,246,219,234,1,0,0,0,241,,0.354545455,0.632352941,0.234548336,0.595641646,0.353941267,0.588972431,0.575875486
capture_2020_07_24_18_01_42_010622,0,232,276,155,239,232,225,1,0,0,0,241,,0.359090909,0.632352941,0.250396197,0.578692494,0.374034003,0.56641604,0.575875486
capture_2020_07_24_18_01_42_010623,0,240,268,159,231,246,217,1,0,0,0,241,,0.371212121,0.615546218,0.256735341,0.559322034,0.395672334,0.546365915,0.575875486
capture_2020_07_24_18_01_42_010624,0,240,268,164,225,255,205,1,0,0,0,241,,0.371212121,0.615546218,0.264659271,0.544794189,0.409582689,0.516290727,0.575875486
capture_2020_07_24_18_01_42_010625,0,250,260,170,218,262,201,1,0,0,0,233,,0.386363636,0.598739496,0.274167987,0.527845036,0.420401855,0.506265664,0.544747082
capture_2020_07_24_18_01_42_010626,0,256,260,175,221,265,201,1,0,0,0,233,,0.395454545,0.598739496,0.282091918,0.535108959,0.42503864,0.506265664,0.544747082
capture_2020_07_24_18_01_42_010627,0,261,260,180,226,273,206,0,0,0,0,233,,0.403030303,0.598739496,0.290015848,0.547215496,0.4374034,0.518796992,0.544747082
capture_2020_07_24_18_01_42_010628,0,261,260,182,232,276,211,0,0,0,0,233,,0.403030303,0.598739496,0.29318542,0.561743341,0.442040185,0.531328321,0.544747082
capture_2020_07_24_18_01_42_010629,0,312,271,251,229,354,215,0,0,0,0,229,,0.48030303,0.621848739,0.402535658,0.554479419,0.5625966,0.541353383,0.529182879
capture_2020_07_24_18_01_42_010630,0,312,271,251,229,354,215,0,0,0,0,229,,0.48030303,0.621848739,0.402535658,0.554479419,0.5625966,0.541353383,0.529182879
capture_2020_07_24_18_01_42_010631,0,312,271,251,229,354,215,0,0,0,0,229,,0.48030303,0.621848739,0.402535658,0.554479419,0.5625966,0.541353383,0.529182879
capture_2020_07_24_18_01_42_010632,0,312,271,251,229,354,215,0,0,0,0,229,,0.48030303,0.621848739,0.402535658,0.554479419,0.5625966,0.541353383,0.529182879
capture_2020_07_24_18_01_42_010633,0,312,271,251,229,354,215,0,0,0,0,229,,0.48030303,0.621848739,0.402535658,0.554479419,0.5625966,0.541353383,0.529182879
capture_2020_07_24_18_01_42_010634,0,312,271,251,229,354,215,0,0,0,0,229,,0.48030303,0.621848739,0.402535658,0.554479419,0.5625966,0.541353383,0.529182879
capture_2020_07_24_18_01_42_010635,0,312,271,251,229,354,215,0,0,0,0,229,,0.48030303,0.621848739,0.402535658,0.554479419,0.5625966,0.541353383,0.529182879
capture_2020_07_24_18_01_42_010636,0,312,271,251,229,354,215,0,0,0,0,229,,0.48030303,0.621848739,0.402535658,0.554479419,0.5625966,0.541353383,0.529182879
capture_2020_07_24_18_01_42_010637,0,312,271,251,229,354,215,0,0,0,0,229,,0.48030303,0.621848739,0.402535658,0.554479419,0.5625966,0.541353383,0.529182879
capture_2020_07_24_18_01_42_010638,0,312,271,251,229,354,215,0,0,0,0,229,,0.48030303,0.621848739,0.402535658,0.554479419,0.5625966,0.541353383,0.529182879
capture_2020_07_24_18_01_42_010639,0,312,271,246,227,351,210,0,0,0,0,229,,0.48030303,0.621848739,0.394611727,0.549636804,0.557959815,0.528822055,0.529182879
capture_2020_07_24_18_01_42_010640,0,312,266,246,227,351,210,0,0,0,0,229,,0.48030303,0.611344538,0.394611727,0.549636804,0.557959815,0.528822055,0.529182879
capture_2020_07_24_18_01_42_010641,0,312,266,246,227,351,210,0,0,0,0,229,,0.48030303,0.611344538,0.394611727,0.549636804,0.557959815,0.528822055,0.529182879
capture_2020_07_24_18_01_42_010642,0,312,266,246,227,351,210,0,0,0,0,229,,0.48030303,0.611344538,0.394611727,0.549636804,0.557959815,0.528822055,0.529182879
capture_2020_07_24_18_01_42_010643,0,312,266,246,227,351,210,0,0,0,0,229,,0.48030303,0.611344538,0.394611727,0.549636804,0.557959815,0.528822055,0.529182879
capture_2020_07_24_18_01_42_010644,0,312,266,246,227,351,210,0,0,0,0,229,,0.48030303,0.611344538,0.394611727,0.549636804,0.557959815,0.528822055,0.529182879
capture_2020_07_24_18_01_42_010645,0,312,266,246,227,351,210,0,0,0,0,229,,0.48030303,0.611344538,0.394611727,0.549636804,0.557959815,0.528822055,0.529182879
capture_2020_07_24_18_01_42_010646,0,312,266,246,227,351,210,0,0,0,0,229,,0.48030303,0.611344538,0.394611727,0.549636804,0.557959815,0.528822055,0.529182879
capture_2020_07_24_18_01_42_010647,0,312,266,246,227,351,210,0,0,0,0,229,,0.48030303,0.611344538,0.394611727,0.549636804,0.557959815,0.528822055,0.529182879
capture_2020_07_24_18_01_42_010648,0,312,266,246,227,351,210,0,0,0,0,229,,0.48030303,0.611344538,0.394611727,0.549636804,0.557959815,0.528822055,0.529182879
capture_2020_07_24_18_01_42_010649,0,312,266,246,227,351,210,0,0,0,0,229,,0.48030303,0.611344538,0.394611727,0.549636804,0.557959815,0.528822055,0.529182879
capture_2020_07_24_18_01_42_010650,0,312,266,246,227,351,210,0,0,0,0,229,,0.48030303,0.611344538,0.394611727,0.549636804,0.557959815,0.528822055,0.529182879
capture_2020_07_24_18_01_42_010651,0,312,266,246,227,351,210,0,0,0,0,229,,0.48030303,0.611344538,0.394611727,0.549636804,0.557959815,0.528822055,0.529182879
capture_2020_07_24_18_01_42_010652,0,310,262,246,227,351,210,0,0,0,0,229,,0.477272727,0.602941176,0.394611727,0.549636804,0.557959815,0.528822055,0.529182879
capture_2020_07_24_18_01_42_010653,0,310,262,246,227,351,210,0,0,0,0,229,,0.477272727,0.602941176,0.394611727,0.549636804,0.557959815,0.528822055,0.529182879
capture_2020_07_24_18_01_42_010654,0,310,262,246,227,351,210,0,0,0,0,229,,0.477272727,0.602941176,0.394611727,0.549636804,0.557959815,0.528822055,0.529182879
capture_2020_07_24_18_01_42_010655,0,308,259,246,227,351,210,0,0,0,0,225,,0.474242424,0.596638655,0.394611727,0.549636804,0.557959815,0.528822055,0.513618677
capture_2020_07_24_18_01_42_010656,0,308,259,246,227,351,210,0,0,0,0,225,,0.474242424,0.596638655,0.394611727,0.549636804,0.557959815,0.528822055,0.513618677
capture_2020_07_24_18_01_42_010657,0,308,259,246,227,351,210,0,0,0,0,225,,0.474242424,0.596638655,0.394611727,0.549636804,0.557959815,0.528822055,0.513618677
capture_2020_07_24_18_01_42_010658,0,308,259,246,227,351,210,0,0,0,0,225,,0.474242424,0.596638655,0.394611727,0.549636804,0.557959815,0.528822055,0.513618677
capture_2020_07_24_18_01_42_010659,0,308,259,246,227,347,211,0,0,0,0,225,,0.474242424,0.596638655,0.394611727,0.549636804,0.551777434,0.531328321,0.513618677
capture_2020_07_24_18_01_42_010660,0,308,259,244,228,347,212,0,0,0,0,225,,0.474242424,0.596638655,0.391442155,0.552058111,0.551777434,0.533834586,0.513618677
