,noLeftEye,noRightEye,Left Eye,,Right Eye,,Nose,,Mouth Up,,Mouth Down,,Left,Right,Up,Down,Face width:,,,,,,,,,,,
capture_2020_06_04_09_35_31_1899,0,0,40,115,138,106,83,144,87,189,89,207,0,0,0,0,200,,0.223684211,0.529761905,0.6,0.459770115,0.42,0.435483871,0.433862434,0.4,0.422222222,0.424836601
capture_2020_06_04_09_35_31_1900,0,0,42,114,138,105,83,144,87,189,89,207,0,0,0,0,200,,0.236842105,0.523809524,0.6,0.454022989,0.42,0.435483871,0.433862434,0.4,0.422222222,0.424836601
capture_2020_06_04_09_35_31_1901,0,0,40,116,137,107,82,144,86,189,88,207,0,0,0,0,200,,0.223684211,0.535714286,0.593333333,0.465517241,0.415,0.435483871,0.428571429,0.4,0.416666667,0.424836601
capture_2020_06_04_09_35_31_1902,0,0,40,115,136,106,82,144,86,189,88,207,0,0,0,0,200,,0.223684211,0.529761905,0.586666667,0.459770115,0.415,0.435483871,0.428571429,0.4,0.416666667,0.424836601
capture_2020_06_04_09_35_31_1903,0,0,42,113,137,105,84,144,87,189,89,207,0,0,0,0,200,,0.236842105,0.517857143,0.593333333,0.454022989,0.425,0.435483871,0.433862434,0.4,0.422222222,0.424836601
capture_2020_06_04_09_35_31_1904,0,0,42,115,138,105,84,144,87,188,89,206,0,0,0,0,200,,0.236842105,0.529761905,0.6,0.454022989,0.425,0.435483871,0.433862434,0.39375,0.422222222,0.418300654
capture_2020_06_04_09_35_31_1905,0,0,46,116,141,107,83,144,87,188,89,206,0,0,0,0,200,,0.263157895,0.535714286,0.62,0.465517241,0.42,0.435483871,0.433862434,0.39375,0.422222222,0.418300654
capture_2020_06_04_09_35_31_1906,0,0,46,116,142,107,84,144,87,191,90,207,0,0,0,0,200,,0.263157895,0.535714286,0.626666667,0.465517241,0.425,0.435483871,0.433862434,0.4125,0.427777778,0.424836601
capture_2020_06_04_09_35_31_1907,0,0,45,116,142,109,85,144,88,191,91,207,0,0,0,0,200,,0.256578947,0.535714286,0.626666667,0.477011494,0.43,0.435483871,0.439153439,0.4125,0.433333333,0.424836601
capture_2020_06_04_09_35_31_1908,0,0,46,116,144,109,86,144,91,191,92,208,0,0,0,0,200,,0.263157895,0.535714286,0.64,0.477011494,0.435,0.435483871,0.455026455,0.4125,0.438888889,0.431372549
capture_2020_06_04_09_35_31_1909,0,0,49,116,145,109,91,147,92,191,94,208,0,0,0,0,200,,0.282894737,0.535714286,0.646666667,0.477011494,0.46,0.451612903,0.46031746,0.4125,0.45,0.431372549
capture_2020_06_09_09_37_23_000423,0,0,54,151,136,112,113,174,126,213,132,226,0,0,0,0,200,,0.315789474,0.744047619,0.586666667,0.494252874,0.57,0.596774194,0.64021164,0.55,0.661111111,0.549019608
capture_2020_06_09_09_37_23_000424,0,0,53,143,137,111,110,171,119,208,122,222,0,0,0,0,200,,0.309210526,0.696428571,0.593333333,0.488505747,0.555,0.580645161,0.603174603,0.51875,0.605555556,0.522875817
capture_2020_06_09_09_37_23_000425,0,0,58,142,145,113,117,169,125,212,128,226,0,0,0,0,200,,0.342105263,0.69047619,0.646666667,0.5,0.59,0.569892473,0.634920635,0.54375,0.638888889,0.549019608
capture_2020_06_09_09_37_23_000443,0,0,75,115,175,151,117,174,98,220,88,241,0,0,0,0,200,,0.453947368,0.529761905,0.846666667,0.718390805,0.59,0.596774194,0.492063492,0.59375,0.416666667,0.647058824
capture_2020_06_09_09_37_23_000444,0,0,81,114,177,155,126,180,102,221,92,240,0,0,0,0,200,,0.493421053,0.523809524,0.86,0.74137931,0.635,0.629032258,0.513227513,0.6,0.438888889,0.640522876
capture_2020_06_09_09_37_23_000445,0,0,89,113,182,154,132,176,106,220,98,235,0,0,0,0,200,,0.546052632,0.517857143,0.893333333,0.735632184,0.665,0.607526882,0.534391534,0.59375,0.472222222,0.607843137
capture_2020_06_09_09_37_23_000446,0,0,91,112,183,154,136,176,108,218,99,234,0,0,0,0,200,,0.559210526,0.511904762,0.9,0.735632184,0.685,0.607526882,0.544973545,0.58125,0.477777778,0.60130719
capture_2020_06_09_09_37_23_000447,0,0,98,108,184,149,136,167,110,212,100,228,0,0,0,0,200,,0.605263158,0.488095238,0.906666667,0.706896552,0.685,0.559139785,0.555555556,0.54375,0.483333333,0.562091503
capture_2020_06_09_09_37_23_000448,0,0,99,108,187,152,138,173,111,215,102,228,0,0,0,0,200,,0.611842105,0.488095238,0.926666667,0.724137931,0.695,0.591397849,0.560846561,0.5625,0.494444444,0.562091503
capture_2020_06_09_09_37_23_000449,0,0,100,107,188,151,139,172,112,212,102,227,0,0,0,0,200,,0.618421053,0.482142857,0.933333333,0.718390805,0.7,0.586021505,0.566137566,0.54375,0.494444444,0.555555556
capture_2020_06_09_09_37_23_000517,0,0,81,119,159,158,125,162,103,199,95,209,0,0,0,0,200,,0.493421053,0.553571429,0.74,0.75862069,0.63,0.532258065,0.518518519,0.4625,0.455555556,0.437908497
capture_2020_06_09_09_37_23_000518,0,0,84,114,159,153,129,162,106,196,98,207,0,0,0,0,200,,0.513157895,0.523809524,0.74,0.729885057,0.65,0.532258065,0.534391534,0.44375,0.472222222,0.424836601
capture_2020_06_09_09_37_23_000519,0,0,86,113,160,152,125,161,105,196,98,207,0,0,0,0,200,,0.526315789,0.517857143,0.746666667,0.724137931,0.63,0.52688172,0.529100529,0.44375,0.472222222,0.424836601
capture_2020_06_09_09_37_23_000520,0,0,87,113,161,150,130,157,108,194,102,204,0,0,0,0,200,,0.532894737,0.517857143,0.753333333,0.712643678,0.655,0.505376344,0.544973545,0.43125,0.494444444,0.405228758
capture_2020_06_09_09_37_23_000521,0,0,89,112,162,149,130,156,109,194,103,204,0,0,0,0,200,,0.546052632,0.511904762,0.76,0.706896552,0.655,0.5,0.55026455,0.43125,0.5,0.405228758
capture_2020_06_09_09_37_23_000522,0,0,89,107,162,142,130,153,108,188,103,200,0,0,0,0,200,,0.546052632,0.482142857,0.76,0.666666667,0.655,0.483870968,0.544973545,0.39375,0.5,0.379084967
capture_2020_06_09_09_37_23_000523,0,0,90,105,164,144,130,152,110,185,104,197,0,0,0,0,200,,0.552631579,0.470238095,0.773333333,0.67816092,0.655,0.478494624,0.555555556,0.375,0.505555556,0.359477124
capture_2020_06_09_09_37_23_000524,0,0,86,113,165,152,135,160,110,197,103,207,0,0,0,0,200,,0.526315789,0.517857143,0.78,0.724137931,0.68,0.521505376,0.555555556,0.45,0.5,0.424836601
capture_2020_06_09_09_37_23_000525,0,0,88,117,165,155,132,163,110,199,103,210,0,0,0,0,200,,0.539473684,0.541666667,0.78,0.74137931,0.665,0.537634409,0.555555556,0.4625,0.5,0.444444444
capture_2020_06_09_09_37_23_000526,0,0,87,112,162,151,128,159,109,194,103,207,0,0,0,0,200,,0.532894737,0.511904762,0.76,0.718390805,0.645,0.516129032,0.55026455,0.43125,0.5,0.424836601
capture_2020_06_10_13_04_41_000491,0,0,50,133,146,120,89,160,95,211,94,225,0,0,0,0,200,,0.289473684,0.636904762,0.653333333,0.540229885,0.45,0.521505376,0.476190476,0.5375,0.45,0.54248366
capture_2020_06_10_13_04_41_000492,0,0,48,133,145,120,89,161,92,210,94,225,0,0,0,0,200,,0.276315789,0.636904762,0.646666667,0.540229885,0.45,0.52688172,0.46031746,0.53125,0.45,0.54248366
capture_2020_06_10_13_04_41_000493,0,0,48,131,146,118,89,160,93,207,93,222,0,0,0,0,200,,0.276315789,0.625,0.653333333,0.528735632,0.45,0.521505376,0.465608466,0.5125,0.444444444,0.522875817
capture_2020_06_10_13_04_41_000494,0,0,46,129,144,118,87,153,89,203,91,219,0,0,0,0,200,,0.263157895,0.613095238,0.64,0.528735632,0.44,0.483870968,0.444444444,0.4875,0.433333333,0.503267974
capture_2020_06_10_13_04_41_000495,0,0,34,131,129,117,76,153,80,203,80,219,0,0,0,0,200,,0.184210526,0.625,0.54,0.522988506,0.385,0.483870968,0.396825397,0.4875,0.372222222,0.503267974
capture_2020_06_10_13_04_41_000496,0,0,35,127,135,118,78,150,82,200,85,213,0,0,0,0,200,,0.190789474,0.601190476,0.58,0.528735632,0.395,0.467741935,0.407407407,0.46875,0.4,0.464052288
capture_2020_06_10_13_04_41_000497,0,0,37,129,135,118,81,148,84,199,87,214,0,0,0,0,200,,0.203947368,0.613095238,0.58,0.528735632,0.41,0.456989247,0.417989418,0.4625,0.411111111,0.470588235
capture_2020_06_10_13_04_41_000498,0,0,38,128,137,117,86,147,86,194,88,210,0,0,0,0,200,,0.210526316,0.607142857,0.593333333,0.522988506,0.435,0.451612903,0.428571429,0.43125,0.416666667,0.444444444
capture_2020_06_10_13_07_07_000552,0,0,60,143,146,149,93,191,99,231,100,250,0,0,0,0,200,,0.355263158,0.696428571,0.653333333,0.706896552,0.47,0.688172043,0.497354497,0.6625,0.483333333,0.705882353
capture_2020_06_10_13_07_07_000553,0,0,60,142,146,146,92,189,97,230,100,250,0,0,0,0,200,,0.355263158,0.69047619,0.653333333,0.689655172,0.465,0.677419355,0.486772487,0.65625,0.483333333,0.705882353
capture_2020_06_10_13_07_07_000554,0,0,60,144,144,149,92,189,97,230,100,250,0,0,0,0,200,,0.355263158,0.702380952,0.64,0.706896552,0.465,0.677419355,0.486772487,0.65625,0.483333333,0.705882353
capture_2020_06_10_13_07_07_000555,0,0,61,144,145,149,92,189,97,230,99,250,0,0,0,0,200,,0.361842105,0.702380952,0.646666667,0.706896552,0.465,0.677419355,0.486772487,0.65625,0.477777778,0.705882353
capture_2020_06_10_13_07_07_000556,0,0,61,144,144,149,92,189,97,230,99,250,0,0,0,0,200,,0.361842105,0.702380952,0.64,0.706896552,0.465,0.677419355,0.486772487,0.65625,0.477777778,0.705882353
capture_2020_06_10_13_07_07_000557,0,0,61,144,144,149,92,189,97,230,99,250,0,0,0,0,200,,0.361842105,0.702380952,0.64,0.706896552,0.465,0.677419355,0.486772487,0.65625,0.477777778,0.705882353
capture_2020_06_10_13_07_07_000558,0,0,61,143,146,147,96,189,99,230,100,250,0,0,0,0,200,,0.361842105,0.696428571,0.653333333,0.695402299,0.485,0.677419355,0.497354497,0.65625,0.483333333,0.705882353
capture_2020_06_10_13_07_07_000559,0,0,60,140,146,146,96,189,99,228,100,247,0,0,0,0,200,,0.355263158,0.678571429,0.653333333,0.689655172,0.485,0.677419355,0.497354497,0.64375,0.483333333,0.68627451
capture_2020_06_10_13_07_07_000560,0,0,61,143,149,147,94,190,99,231,100,247,0,0,0,0,200,,0.361842105,0.696428571,0.673333333,0.695402299,0.475,0.682795699,0.497354497,0.6625,0.483333333,0.68627451
capture_2020_06_10_13_07_07_000561,0,0,61,139,149,146,92,189,99,228,100,247,0,0,0,0,200,,0.361842105,0.672619048,0.673333333,0.689655172,0.465,0.677419355,0.497354497,0.64375,0.483333333,0.68627451
capture_2020_06_10_13_07_07_000562,0,0,63,143,149,146,94,189,100,229,101,247,0,0,0,0,200,,0.375,0.696428571,0.673333333,0.689655172,0.475,0.677419355,0.502645503,0.65,0.488888889,0.68627451
capture_2020_06_10_13_07_07_000563,0,0,64,143,149,146,96,189,100,229,101,247,0,0,0,0,200,,0.381578947,0.696428571,0.673333333,0.689655172,0.485,0.677419355,0.502645503,0.65,0.488888889,0.68627451
capture_2020_06_10_13_07_07_000564,0,0,64,143,149,146,96,189,100,229,101,247,0,0,0,0,200,,0.381578947,0.696428571,0.673333333,0.689655172,0.485,0.677419355,0.502645503,0.65,0.488888889,0.68627451
capture_2020_06_10_13_07_07_000565,0,0,61,142,149,146,93,189,100,229,101,247,0,0,0,0,200,,0.361842105,0.69047619,0.673333333,0.689655172,0.47,0.677419355,0.502645503,0.65,0.488888889,0.68627451
capture_2020_06_10_13_07_07_000566,0,0,61,142,149,146,93,189,100,229,101,247,0,0,0,0,200,,0.361842105,0.69047619,0.673333333,0.689655172,0.47,0.677419355,0.502645503,0.65,0.488888889,0.68627451
capture_2020_07_17_12_10_14_000020,0,0,54,135,146,131,100,170,102,212,102,227,0,0,0,0,200,,0.315789474,0.648809524,0.653333333,0.603448276,0.505,0.575268817,0.513227513,0.54375,0.494444444,0.555555556
capture_2020_07_17_12_10_14_000021,0,0,46,143,139,135,95,174,97,218,98,233,0,0,0,0,200,,0.263157895,0.696428571,0.606666667,0.626436782,0.48,0.596774194,0.486772487,0.58125,0.472222222,0.594771242
capture_2020_07_17_12_10_14_000022,0,0,79,152,173,138,100,188,116,233,121,251,0,0,0,1,200,,0.480263158,0.75,0.833333333,0.643678161,0.505,0.672043011,0.587301587,0.675,0.6,0.712418301
capture_2020_07_17_12_10_14_000023,0,0,58,150,149,133,67,188,92,235,97,254,0,0,0,1,200,,0.342105263,0.738095238,0.673333333,0.614942529,0.34,0.672043011,0.46031746,0.6875,0.466666667,0.732026144
capture_2020_07_17_12_10_14_000024,0,0,69,144,164,129,89,180,106,224,109,243,0,0,0,1,200,,0.414473684,0.702380952,0.773333333,0.591954023,0.45,0.629032258,0.534391534,0.61875,0.533333333,0.660130719
capture_2020_07_17_12_10_14_000924,0,0,61,118,152,108,102,140,106,188,107,207,0,0,0,0,200,,0.361842105,0.547619048,0.693333333,0.471264368,0.515,0.413978495,0.534391534,0.39375,0.522222222,0.424836601
capture_2020_07_17_12_10_14_000925,0,0,76,121,167,111,116,144,122,190,124,210,0,0,0,0,200,,0.460526316,0.56547619,0.793333333,0.488505747,0.585,0.435483871,0.619047619,0.40625,0.616666667,0.444444444
capture_2020_07_17_12_10_14_000926,0,0,76,121,163,112,114,144,118,190,118,209,0,0,0,0,200,,0.460526316,0.56547619,0.766666667,0.494252874,0.575,0.435483871,0.597883598,0.40625,0.583333333,0.437908497
capture_2020_07_17_12_10_14_000927,0,0,74,125,163,116,115,146,119,192,119,209,0,0,0,0,200,,0.447368421,0.589285714,0.766666667,0.517241379,0.58,0.446236559,0.603174603,0.41875,0.588888889,0.437908497
capture_2020_07_17_12_10_14_001121,0,0,47,136,135,125,97,156,99,198,100,212,1,0,0,0,200,,0.269736842,0.654761905,0.58,0.568965517,0.49,0.5,0.497354497,0.45625,0.483333333,0.45751634
capture_2020_07_17_12_10_14_001122,0,0,39,139,129,127,86,161,92,202,92,217,1,0,0,0,200,,0.217105263,0.672619048,0.54,0.58045977,0.435,0.52688172,0.46031746,0.48125,0.438888889,0.490196078
capture_2020_07_17_12_10_14_001123,0,0,37,143,125,128,79,161,88,204,89,220,1,0,0,0,200,,0.203947368,0.696428571,0.513333333,0.586206897,0.4,0.52688172,0.439153439,0.49375,0.422222222,0.509803922
capture_2020_07_17_12_10_14_001124,0,0,29,145,117,128,71,163,79,204,79,220,1,0,0,0,200,,0.151315789,0.708333333,0.46,0.586206897,0.36,0.537634409,0.391534392,0.49375,0.366666667,0.509803922
capture_2020_07_17_12_10_14_001125,0,0,39,141,125,123,80,161,88,204,91,220,1,0,0,0,200,,0.217105263,0.68452381,0.513333333,0.557471264,0.405,0.52688172,0.439153439,0.49375,0.433333333,0.509803922
capture_2020_07_17_12_10_14_001247,0,0,66,155,153,148,105,182,110,219,110,231,0,0,0,0,200,,0.394736842,0.767857143,0.7,0.701149425,0.53,0.639784946,0.555555556,0.5875,0.538888889,0.581699346
capture_2020_07_17_12_10_14_001248,0,0,63,155,151,149,105,182,108,219,108,231,0,0,0,0,200,,0.375,0.767857143,0.686666667,0.706896552,0.53,0.639784946,0.544973545,0.5875,0.527777778,0.581699346
capture_2020_07_17_12_10_14_001249,0,0,64,157,151,153,106,183,108,222,109,235,0,0,0,0,200,,0.381578947,0.779761905,0.686666667,0.729885057,0.535,0.64516129,0.544973545,0.60625,0.533333333,0.607843137
capture_2020_07_17_12_10_14_001250,0,0,68,155,154,150,107,183,112,222,113,235,0,0,0,0,200,,0.407894737,0.767857143,0.706666667,0.712643678,0.54,0.64516129,0.566137566,0.60625,0.555555556,0.607843137
capture_2020_07_17_12_10_14_001251,0,0,61,156,148,150,104,185,107,223,109,236,0,0,0,0,200,,0.361842105,0.773809524,0.666666667,0.712643678,0.525,0.655913978,0.53968254,0.6125,0.533333333,0.614379085
capture_2020_07_17_12_10_14_001252,0,0,63,151,152,145,106,185,110,222,111,236,0,0,0,0,200,,0.375,0.744047619,0.693333333,0.683908046,0.535,0.655913978,0.555555556,0.60625,0.544444444,0.614379085
capture_2020_07_17_12_10_14_001376,0,0,48,93,144,79,72,108,83,157,86,177,1,0,0,0,200,,0.276315789,0.398809524,0.64,0.304597701,0.365,0.241935484,0.412698413,0.2,0.405555556,0.22875817
capture_2020_07_17_12_10_14_001377,0,0,34,95,122,81,52,105,64,150,67,169,1,0,0,0,200,,0.184210526,0.410714286,0.493333333,0.316091954,0.265,0.225806452,0.312169312,0.15625,0.3,0.176470588
capture_2020_07_17_12_10_14_001378,0,0,43,90,130,75,62,96,71,143,74,162,1,0,0,0,200,,0.243421053,0.380952381,0.546666667,0.281609195,0.315,0.177419355,0.349206349,0.1125,0.338888889,0.130718954
capture_2020_07_17_12_10_14_001379,0,0,57,111,144,95,77,113,85,160,88,181,1,0,0,0,200,,0.335526316,0.505952381,0.64,0.396551724,0.39,0.268817204,0.423280423,0.21875,0.416666667,0.254901961
capture_2020_07_17_12_10_14_001380,0,0,61,119,145,101,77,120,88,159,91,177,1,0,0,0,200,,0.361842105,0.553571429,0.646666667,0.431034483,0.39,0.306451613,0.439153439,0.2125,0.433333333,0.22875817
capture_2020_07_17_12_10_14_001381,0,0,59,118,142,99,76,114,84,154,88,170,1,0,0,0,200,,0.348684211,0.547619048,0.626666667,0.41954023,0.385,0.274193548,0.417989418,0.18125,0.416666667,0.183006536
capture_2020_07_17_12_10_14_001382,0,0,57,117,137,97,70,110,80,152,84,168,1,0,0,0,200,,0.335526316,0.541666667,0.593333333,0.408045977,0.355,0.252688172,0.396825397,0.16875,0.394444444,0.169934641
capture_2020_07_17_12_10_14_001383,0,0,53,119,133,95,68,108,77,147,82,165,1,0,0,0,200,,0.309210526,0.553571429,0.566666667,0.396551724,0.345,0.241935484,0.380952381,0.1375,0.383333333,0.150326797
capture_2020_07_17_12_10_14_001768,0,0,93,124,165,141,154,147,141,194,138,214,0,0,0,0,200,,0.572368421,0.583333333,0.78,0.66091954,0.775,0.451612903,0.71957672,0.43125,0.694444444,0.470588235
capture_2020_07_17_12_10_14_001820,0,0,79,126,169,112,128,130,132,176,136,196,0,0,0,0,200,,0.480263158,0.595238095,0.806666667,0.494252874,0.645,0.360215054,0.671957672,0.31875,0.683333333,0.352941176
capture_2020_07_17_12_10_14_001821,0,0,76,126,166,113,126,131,132,176,136,196,0,0,0,0,200,,0.460526316,0.595238095,0.786666667,0.5,0.635,0.365591398,0.671957672,0.31875,0.683333333,0.352941176
capture_2020_07_17_12_10_14_001822,0,0,71,130,162,110,121,134,127,179,132,195,0,0,0,0,200,,0.427631579,0.619047619,0.76,0.482758621,0.61,0.38172043,0.645502646,0.3375,0.661111111,0.346405229
capture_2020_07_17_12_10_14_001823,0,0,68,131,156,110,112,136,121,178,125,195,0,0,0,0,200,,0.407894737,0.625,0.72,0.482758621,0.565,0.392473118,0.613756614,0.33125,0.622222222,0.346405229
capture_2020_07_17_12_10_14_001824,0,0,61,130,150,109,105,136,116,180,120,195,0,0,0,0,200,,0.361842105,0.619047619,0.68,0.477011494,0.53,0.392473118,0.587301587,0.34375,0.594444444,0.346405229
capture_2020_07_17_12_10_14_001825,0,0,61,133,145,110,101,136,112,182,116,197,0,0,0,0,200,,0.361842105,0.636904762,0.646666667,0.482758621,0.51,0.392473118,0.566137566,0.35625,0.572222222,0.359477124
capture_2020_07_17_12_10_14_001826,0,0,57,137,143,111,94,142,107,186,113,200,0,0,0,0,200,,0.335526316,0.660714286,0.633333333,0.488505747,0.475,0.424731183,0.53968254,0.38125,0.555555556,0.379084967
capture_2020_07_17_12_10_14_001827,0,0,54,138,138,110,91,141,105,184,110,200,0,0,0,0,200,,0.315789474,0.666666667,0.6,0.482758621,0.46,0.419354839,0.529100529,0.36875,0.538888889,0.379084967
capture_2020_07_17_12_10_14_001828,0,0,48,142,132,113,85,144,98,186,104,203,0,0,0,0,200,,0.276315789,0.69047619,0.56,0.5,0.43,0.435483871,0.492063492,0.38125,0.505555556,0.39869281
capture_2020_07_17_12_10_14_001829,0,0,46,141,130,113,81,146,96,189,103,205,0,0,0,0,200,,0.263157895,0.68452381,0.546666667,0.5,0.41,0.446236559,0.481481481,0.4,0.5,0.411764706
capture_2020_07_17_12_10_14_001830,0,0,41,142,123,114,77,147,91,192,98,206,1,0,0,0,200,,0.230263158,0.69047619,0.5,0.505747126,0.39,0.451612903,0.455026455,0.41875,0.472222222,0.418300654
capture_2020_07_17_12_10_14_010337,0,0,68,133,167,119,124,192,127,223,131,260,0,0,0,0,200,,0.407894737,0.636904762,0.793333333,0.534482759,0.625,0.693548387,0.645502646,0.6125,0.655555556,0.77124183
capture_2020_07_17_12_10_14_010338,0,0,67,141,166,126,124,203,127,227,134,268,0,0,0,0,200,,0.401315789,0.68452381,0.786666667,0.574712644,0.625,0.752688172,0.645502646,0.6375,0.672222222,0.823529412
capture_2020_07_17_12_10_14_010339,0,0,43,154,144,137,98,222,103,238,108,275,0,0,0,0,200,,0.243421053,0.761904762,0.64,0.637931034,0.495,0.85483871,0.518518519,0.70625,0.527777778,0.869281046
capture_2020_07_17_12_10_14_010340,0,0,33,129,135,114,87,198,92,216,100,249,0,0,0,0,200,,0.177631579,0.613095238,0.58,0.505747126,0.44,0.725806452,0.46031746,0.56875,0.483333333,0.699346405
capture_2020_07_17_12_10_14_010341,0,0,21,121,119,113,71,186,74,203,79,237,0,0,0,0,200,,0.098684211,0.56547619,0.473333333,0.5,0.36,0.661290323,0.365079365,0.4875,0.366666667,0.620915033
capture_2020_07_17_12_10_14_010342,0,0,19,120,115,113,66,188,74,203,79,237,0,0,0,0,200,,0.085526316,0.55952381,0.446666667,0.5,0.335,0.672043011,0.365079365,0.4875,0.366666667,0.620915033
capture_2020_07_17_12_10_14_010343,1,0,16,128,107,126,59,192,61,211,63,243,0,0,0,0,200,,0.065789474,0.607142857,0.393333333,0.574712644,0.3,0.693548387,0.296296296,0.5375,0.277777778,0.660130719
capture_2020_07_17_12_10_14_010344,0,0,20,124,110,123,63,193,65,207,68,238,0,0,0,0,200,,0.092105263,0.583333333,0.413333333,0.557471264,0.32,0.698924731,0.317460317,0.5125,0.305555556,0.62745098
capture_2020_07_17_12_10_14_010345,0,0,23,114,113,112,66,182,67,201,67,233,0,0,0,0,200,,0.111842105,0.523809524,0.433333333,0.494252874,0.335,0.639784946,0.328042328,0.475,0.3,0.594771242
capture_2020_07_17_12_10_14_010346,0,0,29,117,118,119,70,185,71,202,71,231,0,0,0,0,200,,0.151315789,0.541666667,0.466666667,0.534482759,0.355,0.655913978,0.349206349,0.48125,0.322222222,0.581699346
capture_2020_07_24_18_01_42_010045,0,0,36,106,126,112,80,159,74,203,72,225,0,0,0,0,200,,0.197368421,0.476190476,0.52,0.494252874,0.405,0.516129032,0.365079365,0.4875,0.327777778,0.54248366
capture_2020_07_24_18_01_42_010046,0,0,37,107,125,112,80,159,74,203,72,225,0,0,0,0,200,,0.203947368,0.482142857,0.513333333,0.494252874,0.405,0.516129032,0.365079365,0.4875,0.327777778,0.54248366
capture_2020_07_24_18_01_42_010047,0,0,37,107,124,111,80,158,73,201,70,225,0,0,0,0,200,,0.203947368,0.482142857,0.506666667,0.488505747,0.405,0.510752688,0.35978836,0.475,0.316666667,0.54248366
capture_2020_07_24_18_01_42_010048,0,0,33,107,123,111,79,158,72,201,70,225,0,0,0,0,200,,0.177631579,0.482142857,0.5,0.488505747,0.4,0.510752688,0.354497354,0.475,0.316666667,0.54248366
capture_2020_07_24_18_01_42_010049,0,0,35,105,124,110,79,158,72,201,70,225,0,0,0,0,200,,0.190789474,0.470238095,0.506666667,0.482758621,0.4,0.510752688,0.354497354,0.475,0.316666667,0.54248366
capture_2020_07_24_18_01_42_010050,0,0,33,106,122,111,76,158,71,201,68,225,0,0,0,0,200,,0.177631579,0.476190476,0.493333333,0.488505747,0.385,0.510752688,0.349206349,0.475,0.305555556,0.54248366
capture_2020_07_24_18_01_42_010051,0,0,33,111,123,115,77,158,72,201,68,225,0,0,0,0,200,,0.177631579,0.505952381,0.5,0.511494253,0.39,0.510752688,0.354497354,0.475,0.305555556,0.54248366
capture_2020_07_24_18_01_42_010052,0,0,38,116,126,120,82,162,76,207,73,225,0,0,0,0,200,,0.210526316,0.535714286,0.52,0.540229885,0.415,0.532258065,0.375661376,0.5125,0.333333333,0.54248366
capture_2020_07_24_18_01_42_010053,0,0,34,111,120,116,77,158,72,204,71,224,0,0,0,0,200,,0.184210526,0.505952381,0.48,0.517241379,0.39,0.510752688,0.354497354,0.49375,0.322222222,0.535947712
capture_2020_07_24_18_01_42_010054,0,0,33,112,121,115,80,158,74,204,73,224,0,0,0,0,200,,0.177631579,0.511904762,0.486666667,0.511494253,0.405,0.510752688,0.365079365,0.49375,0.333333333,0.535947712
capture_2020_07_24_18_01_42_010055,0,0,33,112,122,113,80,158,74,204,73,224,0,0,0,0,200,,0.177631579,0.511904762,0.493333333,0.5,0.405,0.510752688,0.365079365,0.49375,0.333333333,0.535947712
capture_2020_07_24_18_01_42_010056,0,0,33,112,122,113,80,158,74,204,73,224,0,0,0,0,200,,0.177631579,0.511904762,0.493333333,0.5,0.405,0.510752688,0.365079365,0.49375,0.333333333,0.535947712
capture_2020_07_24_18_01_42_010057,0,0,33,112,122,113,80,158,74,204,73,224,0,0,0,0,200,,0.177631579,0.511904762,0.493333333,0.5,0.405,0.510752688,0.365079365,0.49375,0.333333333,0.535947712
capture_2020_07_24_18_01_42_010058,0,0,33,112,122,113,80,158,74,204,73,224,0,0,0,0,200,,0.177631579,0.511904762,0.493333333,0.5,0.405,0.510752688,0.365079365,0.49375,0.333333333,0.535947712
capture_2020_07_24_18_01_42_010059,0,0,29,110,120,113,76,158,72,204,72,224,0,0,0,0,200,,0.151315789,0.5,0.48,0.5,0.385,0.510752688,0.354497354,0.49375,0.327777778,0.535947712
capture_2020_07_24_18_01_42_010060,0,0,30,111,119,113,77,157,74,203,73,224,0,0,0,0,200,,0.157894737,0.505952381,0.473333333,0.5,0.39,0.505376344,0.365079365,0.4875,0.333333333,0.535947712
capture_2020_07_24_18_01_42_010295,0,0,57,145,164,143,118,170,119,227,119,242,0,1,0,0,200,,0.335526316,0.708333333,0.773333333,0.672413793,0.595,0.575268817,0.603174603,0.6375,0.588888889,0.653594771
capture_2020_07_24_18_01_42_010296,0,0,66,167,173,163,133,195,130,248,132,265,0,1,0,0,200,,0.394736842,0.839285714,0.833333333,0.787356322,0.67,0.709677419,0.661375661,0.76875,0.661111111,0.803921569
capture_2020_07_24_18_01_42_010297,0,0,63,149,171,150,131,177,130,236,131,252,0,1,0,0,200,,0.375,0.732142857,0.82,0.712643678,0.66,0.612903226,0.661375661,0.69375,0.655555556,0.718954248
capture_2020_07_24_18_01_42_010298,0,0,55,104,153,105,122,131,116,180,115,195,0,1,0,0,200,,0.322368421,0.464285714,0.7,0.454022989,0.615,0.365591398,0.587301587,0.34375,0.566666667,0.346405229
capture_2020_07_24_18_01_42_010299,0,0,67,126,164,131,134,155,128,203,127,220,0,1,0,0,200,,0.401315789,0.595238095,0.773333333,0.603448276,0.675,0.494623656,0.650793651,0.4875,0.633333333,0.509803922
capture_2020_07_24_18_01_42_010300,0,0,80,117,172,123,151,146,141,198,139,212,0,1,0,0,200,,0.486842105,0.541666667,0.826666667,0.557471264,0.76,0.446236559,0.71957672,0.45625,0.7,0.45751634
capture_2020_07_24_18_01_42_010302,0,1,109,94,180,114,194,147,173,198,168,218,0,0,0,0,200,,0.677631579,0.404761905,0.88,0.505747126,0.975,0.451612903,0.888888889,0.45625,0.861111111,0.496732026
