,eyeClosed,Center Up,,Center,,Center Down,,Left Point,,Right Point,,Left,Right,Up,Down,Eye width:
capture_2020_04_17_11_39_49_7343_right,0,475,202,369,386,475,588,128,405,871,434,1,0,1,0,83
capture_2020_04_17_11_39_49_7344_left,0,475,202,369,386,475,588,128,405,871,434,1,0,1,0,83
capture_2020_04_17_11_39_49_7344_right,0,475,205,368,390,475,585,134,400,875,429,1,0,1,0,83
capture_2020_04_17_11_39_49_7345_left,0,475,202,369,386,475,588,128,405,871,434,1,0,1,0,83
capture_2020_04_17_11_39_49_7345_right,0,475,205,368,371,475,585,134,400,875,429,1,0,1,0,83
capture_2020_04_17_11_39_49_7346_left,0,475,202,359,405,475,588,128,405,871,434,1,0,1,0,83
capture_2020_04_17_11_39_49_7346_right,0,475,202,350,376,475,588,128,405,871,434,1,0,0,0,83
capture_2020_04_17_11_39_49_7347_left,0,475,202,359,405,475,588,128,405,871,434,1,0,0,0,83
capture_2020_04_17_11_39_49_7347_right,0,470,202,364,357,470,588,133,405,865,434,1,0,0,0,82
capture_2020_04_17_11_39_49_7348_left,0,475,202,369,414,475,588,128,405,871,434,1,0,0,0,83
capture_2020_04_17_11_39_49_7348_right,0,475,202,379,376,475,588,128,405,871,434,1,0,0,0,83
capture_2020_04_17_11_39_49_7349_left,0,475,202,369,395,475,588,128,405,871,434,1,0,0,0,83
capture_2020_04_17_11_39_49_7349_right,0,470,202,374,366,470,588,133,405,865,434,1,0,0,0,82
capture_2020_04_17_11_39_49_7350_left,0,475,202,369,405,475,588,128,405,871,434,1,0,0,0,83
capture_2020_04_17_11_39_49_7350_right,0,470,202,355,357,470,588,123,376,865,414,1,0,0,0,82
capture_2020_04_17_11_39_49_7351_left,0,470,202,364,395,470,588,123,376,865,414,1,0,0,0,82
capture_2020_04_17_11_39_49_7351_right,0,475,202,379,376,475,588,118,376,871,414,1,0,0,0,83
capture_2020_04_17_11_39_49_7352_left,0,475,202,379,386,475,588,118,376,871,414,1,0,0,0,83
capture_2020_04_17_11_39_49_7352_right,0,475,202,369,366,475,588,118,376,871,414,1,0,0,0,83
capture_2020_04_17_11_39_49_7353_left,0,475,202,379,395,475,588,118,376,871,414,1,0,0,0,83
capture_2020_04_17_11_39_49_7353_right,0,471,205,373,361,471,585,120,371,871,420,1,0,0,0,82
capture_2020_04_17_11_39_49_7354_left,0,475,202,359,395,475,588,118,376,871,414,1,0,0,0,83
capture_2020_04_17_11_39_49_7354_right,0,456,146,368,361,456,585,115,410,885,380,1,0,0,0,83
capture_2020_04_17_11_39_49_7355_left,0,456,183,350,414,465,655,109,414,871,434,1,0,0,0,83
capture_2020_04_17_11_39_49_7355_right,0,456,135,350,357,465,607,109,366,871,376,1,0,0,0,83
capture_2020_04_17_11_39_49_7356_left,0,461,135,345,395,461,607,143,405,865,424,1,0,0,0,82
capture_2020_04_17_11_39_49_7356_right,0,461,137,363,371,471,605,120,371,871,390,1,0,0,0,82
capture_2020_04_17_11_39_49_7357_left,0,485,173,350,414,465,598,118,434,881,434,1,0,0,0,83
capture_2020_04_17_11_39_49_7357_right,0,485,166,349,380,466,605,115,410,875,380,1,0,0,0,83
capture_2020_04_17_11_39_49_7358_left,0,485,166,349,380,466,605,115,410,866,410,1,0,0,0,83
capture_2020_04_17_11_39_49_7358_right,0,485,166,349,380,466,605,115,410,866,371,1,0,0,0,83
capture_2020_04_17_11_39_49_7359_left,0,485,166,349,380,466,605,115,410,875,410,1,0,0,0,83
capture_2020_04_17_11_39_49_7359_right,0,485,166,349,380,466,605,115,410,875,380,1,0,0,0,83
capture_2020_04_17_11_39_49_7360_left,0,485,166,349,420,515,585,124,439,885,410,1,0,0,0,83
capture_2020_04_17_11_39_49_7360_right,0,485,173,379,366,514,588,118,386,861,376,1,0,0,0,83
capture_2020_04_17_11_39_49_7361_left,1,475,376,485,434,485,511,138,463,852,386,0,0,0,0,83
capture_2020_04_17_11_39_49_7361_right,1,475,376,485,434,485,511,138,386,852,386,0,0,0,0,83
capture_2020_04_17_11_39_49_7362_left,1,475,376,485,434,485,511,138,463,861,366,0,0,0,0,83
capture_2020_04_17_11_39_49_7362_right,1,480,376,480,434,490,511,143,386,865,376,0,0,0,0,82
capture_2020_04_17_11_39_49_7363_left,1,475,376,485,434,485,511,128,453,852,357,0,0,0,0,83
capture_2020_04_17_11_39_49_7363_right,1,475,376,485,434,485,511,128,386,852,357,0,0,0,0,83
capture_2020_04_17_11_39_49_7364_left,0,485,215,563,400,495,576,115,449,875,390,0,1,0,0,83
capture_2020_04_17_11_39_49_7364_right,0,485,212,620,366,494,578,128,405,871,395,0,1,0,0,83
capture_2020_04_17_11_39_49_7365_left,0,485,212,620,366,494,578,128,405,871,395,0,1,0,0,83
capture_2020_04_17_11_39_49_7365_right,0,490,212,624,366,499,578,123,405,875,395,0,1,0,0,82
capture_2020_04_17_11_39_49_7366_left,0,518,164,615,395,509,588,143,434,875,395,0,1,0,0,82
capture_2020_04_17_11_39_49_7366_right,0,524,164,630,366,504,588,147,434,871,395,0,1,0,0,83
capture_2020_04_17_11_39_49_7367_left,0,524,164,611,386,504,588,147,434,871,395,0,1,0,0,83
capture_2020_04_17_11_39_49_7367_right,0,524,164,620,386,504,588,128,434,871,395,0,1,0,0,83
capture_2020_04_17_11_39_49_7368_left,0,524,164,620,395,504,588,138,453,871,395,0,1,0,0,83
capture_2020_04_17_11_39_49_7368_right,0,518,164,615,395,509,588,133,453,875,395,0,1,0,0,82
capture_2020_04_17_11_39_49_7369_left,0,524,164,620,395,504,588,138,453,871,395,0,1,0,0,83
capture_2020_04_17_11_39_49_7369_right,0,518,164,624,386,509,588,133,453,875,395,0,1,0,0,82
capture_2020_04_17_11_39_49_7370_left,0,524,164,611,414,504,588,138,453,871,395,0,1,0,0,83
capture_2020_04_17_11_39_49_7370_right,0,524,166,632,380,505,585,134,449,875,390,0,1,0,0,83
capture_2020_04_17_11_39_49_7371_left,0,520,166,627,410,510,585,139,449,871,390,0,1,0,0,82
capture_2020_04_17_11_39_49_7371_right,0,520,166,646,400,510,585,139,449,871,390,0,1,0,0,82
capture_2020_04_17_11_39_49_7372_left,0,520,166,627,410,510,585,139,449,871,390,0,1,0,0,82
capture_2020_04_17_11_39_49_7372_right,0,520,166,627,390,510,585,139,449,871,390,0,1,0,0,82
capture_2020_04_17_11_39_49_7373_left,0,520,166,637,410,510,585,139,449,871,390,0,1,0,0,82
capture_2020_04_17_11_39_49_7373_right,0,520,166,627,390,510,585,139,449,871,390,0,1,0,0,82
capture_2020_04_17_11_39_49_7374_left,0,520,166,627,400,510,585,139,449,871,390,0,1,0,0,82
capture_2020_04_17_11_39_49_7374_right,0,520,166,627,390,510,585,139,449,871,390,0,1,0,0,82
capture_2020_04_17_11_39_49_7375_left,0,520,166,627,410,510,585,139,449,871,390,0,1,0,0,82
capture_2020_04_17_11_39_49_7375_right,0,524,166,622,410,505,585,134,449,875,390,0,1,0,0,83
capture_2020_04_17_11_39_49_7376_left,0,520,166,627,410,510,585,139,449,871,390,0,1,0,0,82
capture_2020_04_17_11_39_49_7376_right,0,524,166,641,400,505,585,134,449,875,390,0,1,0,0,83
capture_2020_04_17_11_39_49_7377_left,0,520,166,637,400,510,585,139,449,871,390,0,1,0,0,82
capture_2020_04_17_11_39_49_7377_right,0,520,166,637,400,510,585,139,449,871,390,0,1,0,0,82
capture_2020_04_17_11_39_49_7378_left,0,524,166,641,400,515,634,124,468,866,420,0,1,0,0,83
capture_2020_04_17_11_39_49_7378_right,0,520,166,637,400,520,634,129,468,861,420,0,1,0,0,82
capture_2020_04_17_11_39_49_7379_left,0,518,164,634,395,518,636,123,463,865,414,0,1,0,0,82
capture_2020_04_17_11_39_49_7379_right,0,520,166,637,400,520,634,129,468,861,420,0,1,0,0,82
capture_2020_04_17_11_39_49_7380_left,0,520,166,637,400,520,634,129,468,861,420,0,1,0,0,82
capture_2020_04_17_11_39_49_7380_right,0,520,166,637,400,520,634,129,468,861,420,0,1,0,0,82
capture_2020_04_17_11_39_49_7381_left,0,520,166,637,400,520,634,129,468,861,420,0,1,0,0,82
capture_2020_04_17_11_39_49_7381_right,0,524,166,641,400,515,634,124,468,866,420,0,1,0,0,83
capture_2020_04_17_11_39_49_7382_left,0,520,166,637,400,520,634,129,468,861,420,0,1,0,0,82
capture_2020_04_17_11_39_49_7382_right,0,520,166,637,400,520,634,129,468,861,420,0,1,0,0,82
capture_2020_04_17_11_39_49_7383_left,1,500,400,510,468,500,556,139,488,861,420,0,0,0,0,82
capture_2020_04_17_11_39_49_7383_right,1,500,380,500,449,500,527,129,420,861,420,0,0,0,0,82
capture_2020_04_17_11_39_49_7384_left,1,500,420,510,498,520,585,168,478,861,420,0,0,0,0,82
capture_2020_04_17_11_39_49_7384_right,1,500,420,510,468,510,537,139,429,861,420,0,0,0,0,82
capture_2020_04_17_11_39_49_7385_left,1,529,459,529,507,529,585,149,488,861,420,0,0,0,0,82
capture_2020_04_17_11_39_49_7385_right,1,529,449,520,507,529,556,159,410,861,420,0,0,0,0,82
capture_2020_04_17_11_39_49_7386_left,1,534,478,544,527,544,585,173,488,866,390,0,0,0,0,83
capture_2020_04_17_11_39_49_7386_right,1,539,478,520,517,539,585,149,420,861,439,0,0,0,0,82
capture_2020_04_17_11_39_49_7387_left,1,480,459,480,527,490,585,178,468,851,420,0,0,0,0,82
capture_2020_04_17_11_39_49_7387_right,1,480,459,480,527,490,585,149,420,861,449,0,0,0,0,82
capture_2020_04_17_11_39_49_7388_left,1,500,488,520,546,520,605,149,468,871,400,0,0,0,0,82
capture_2020_04_17_11_39_49_7388_right,1,524,449,524,507,524,566,134,439,866,429,0,0,0,0,83
capture_2020_04_17_11_39_49_7389_left,1,471,410,471,488,480,556,149,468,871,429,0,0,0,0,82
capture_2020_04_17_11_39_49_7389_right,1,490,390,490,478,490,546,139,429,871,429,0,0,0,0,82
capture_2020_04_17_11_39_49_7390_left,1,490,390,490,478,490,546,139,468,871,429,0,0,0,0,82
capture_2020_04_17_11_39_49_7390_right,1,490,390,490,478,490,546,139,449,871,429,0,0,0,0,82
capture_2020_04_17_11_39_49_7391_left,1,490,390,490,478,490,546,159,459,871,429,0,0,0,0,82
capture_2020_04_17_11_39_49_7391_right,1,490,390,490,478,490,546,168,429,871,429,0,0,0,0,82
capture_2020_04_17_11_39_49_7392_left,0,485,312,495,478,495,654,163,478,866,429,0,0,0,0,83
capture_2020_04_17_11_39_49_7392_right,0,490,299,490,453,490,636,143,443,865,434,0,0,0,0,82
capture_2020_04_17_11_39_49_7393_left,0,485,302,505,478,485,634,144,439,866,429,0,0,0,0,83
capture_2020_04_17_11_39_49_7393_right,0,490,302,500,478,490,634,139,439,871,429,0,0,0,0,82
capture_2020_04_17_11_39_49_7394_left,0,490,302,500,478,490,634,139,439,871,429,0,0,0,0,82
capture_2020_04_17_11_39_49_7394_right,1,490,395,499,482,499,578,143,443,865,434,0,0,0,0,82
capture_2020_04_17_11_39_49_7395_left,1,490,390,500,478,500,576,139,439,871,429,0,0,0,0,82
capture_2020_04_17_11_39_49_7395_right,1,490,395,499,482,499,578,143,443,865,434,0,0,0,0,82
capture_2020_04_17_11_39_49_7396_left,1,490,390,500,478,500,576,139,439,871,429,0,0,0,0,82
capture_2020_04_17_11_39_49_7396_right,1,490,395,499,482,499,578,143,443,865,434,0,0,0,0,82
capture_2020_04_17_11_39_49_7397_left,1,490,390,500,478,500,576,139,439,871,429,0,0,0,0,82
capture_2020_04_17_11_39_49_7397_right,1,499,424,499,482,509,540,143,443,865,434,0,0,0,0,82
capture_2020_04_17_11_39_49_7398_left,1,500,429,500,478,510,537,139,439,871,429,0,0,0,0,82
capture_2020_04_17_11_39_49_7398_right,1,500,429,500,478,510,537,188,410,871,429,0,0,0,0,82
capture_2020_04_17_11_39_49_7399_left,1,500,429,500,478,510,537,149,468,871,429,0,0,0,0,82
capture_2020_04_17_11_39_49_7399_right,1,499,424,499,482,509,540,171,434,865,434,0,0,0,0,82
capture_2020_04_17_11_39_49_7400_left,1,500,429,500,478,510,537,168,468,861,449,0,0,0,0,82
capture_2020_04_17_11_39_49_7400_right,1,499,424,499,482,509,540,181,434,856,443,0,0,0,0,82
capture_2020_04_17_11_39_49_7401_left,1,500,429,500,478,510,537,168,478,861,449,0,0,0,0,82
capture_2020_04_17_11_39_49_7401_right,1,499,424,499,482,509,540,162,434,856,443,0,0,0,0,82
capture_2020_04_17_11_39_49_7402_left,1,500,429,500,478,510,537,149,468,861,449,0,0,0,0,82
capture_2020_04_17_11_39_49_7402_right,1,500,429,500,478,510,537,159,429,861,449,0,0,0,0,82
capture_2020_04_17_11_39_49_7403_left,1,499,424,499,482,509,540,171,463,846,443,0,0,0,0,82
capture_2020_04_17_11_39_49_7403_right,1,510,420,510,478,510,537,159,449,861,449,0,0,0,0,82
capture_2020_04_17_11_39_49_7404_left,1,499,434,490,501,499,569,181,463,856,453,0,0,0,0,82
capture_2020_04_17_11_39_49_7404_right,1,500,380,500,478,500,546,178,439,861,449,0,0,0,0,82
capture_2020_04_17_11_39_49_7405_left,1,500,420,500,478,500,546,149,468,861,449,0,0,0,0,82
capture_2020_04_17_11_39_49_7405_right,1,499,424,499,482,499,540,162,414,856,443,0,0,0,0,82
capture_2020_04_17_11_39_49_7406_left,1,510,439,510,507,520,566,168,488,861,439,0,0,0,0,82
capture_2020_04_17_11_39_49_7406_right,1,509,443,499,492,499,549,162,443,865,443,0,0,0,0,82
capture_2020_04_17_11_39_49_7407_left,1,490,414,499,492,499,549,152,463,865,443,0,0,0,0,82
capture_2020_04_17_11_39_49_7407_right,1,490,420,500,488,500,546,149,439,861,439,0,0,0,0,82
capture_2020_04_17_11_39_49_7408_left,1,490,414,499,492,499,549,162,463,865,443,0,0,0,0,82
capture_2020_04_17_11_39_49_7408_right,1,490,420,500,488,500,546,159,429,861,439,0,0,0,0,82
capture_2020_04_17_11_39_49_7409_left,1,480,439,500,498,500,595,149,468,851,459,0,0,0,0,82
capture_2020_04_17_11_39_49_7409_right,1,490,400,480,478,490,566,139,449,861,420,0,0,0,0,82
capture_2020_04_17_11_39_49_7410_left,1,500,439,510,507,510,566,129,488,861,459,0,0,0,0,82
capture_2020_04_17_11_39_49_7410_right,1,515,439,515,468,515,507,144,429,866,429,0,0,0,0,83
capture_2020_04_17_11_39_49_7411_left,1,490,439,490,498,490,556,149,459,851,459,0,0,0,0,82
capture_2020_04_17_11_39_49_7411_right,1,485,414,485,492,494,559,147,453,852,453,0,0,0,0,83
capture_2020_04_17_11_39_49_7412_left,1,480,410,490,498,490,585,139,478,851,459,0,0,0,0,82
capture_2020_04_17_11_39_49_7412_right,1,514,405,504,492,514,578,166,424,852,434,0,0,0,0,83
capture_2020_04_17_11_39_49_7413_left,1,510,449,520,498,529,566,139,488,832,449,0,0,0,0,82
capture_2020_04_17_11_39_49_7413_right,1,514,443,514,501,524,559,138,453,833,443,0,0,0,0,83
capture_2020_04_17_11_39_49_7414_left,1,490,429,490,498,510,566,139,449,832,449,0,0,0,0,82
capture_2020_04_17_11_39_49_7414_right,1,490,434,490,492,499,549,143,434,827,443,0,0,0,0,82
capture_2020_04_17_11_39_49_7415_left,1,510,439,510,498,510,556,159,468,832,449,0,0,0,0,82
capture_2020_04_17_11_39_49_7415_right,1,499,414,499,482,499,540,162,434,827,443,0,0,0,0,82
capture_2020_04_17_11_39_49_7416_left,1,500,459,490,507,520,585,149,478,832,449,0,0,0,0,82
capture_2020_04_17_11_39_49_7416_right,1,490,424,490,492,499,559,152,434,856,434,0,0,0,0,82
capture_2020_04_17_11_39_49_7417_left,1,510,449,510,507,510,576,149,478,861,439,0,0,0,0,82
capture_2020_04_17_11_39_49_7417_right,1,500,410,500,478,500,566,149,429,851,429,0,0,0,0,82
capture_2020_04_17_11_39_49_7418_left,1,500,410,500,478,500,566,139,478,851,429,0,0,0,0,82
capture_2020_04_17_11_39_49_7418_right,1,499,405,499,472,499,559,133,424,856,434,0,0,0,0,82
capture_2020_04_17_11_39_49_7419_left,0,510,263,520,429,520,576,139,459,851,429,0,0,0,0,82
capture_2020_04_17_11_39_49_7419_right,0,505,244,505,410,495,556,134,429,856,429,0,0,0,0,83
capture_2020_04_17_11_39_49_7420_left,0,490,273,520,420,520,566,159,459,861,459,0,0,0,0,82
capture_2020_04_17_11_39_49_7420_right,0,490,273,520,420,520,566,159,459,861,459,0,0,0,0,82
capture_2020_04_17_11_39_49_7421_left,0,495,273,524,420,515,566,154,459,856,459,0,0,0,0,83
capture_2020_04_17_11_39_49_7421_right,0,495,224,495,390,505,537,154,439,856,459,0,0,0,0,83
capture_2020_04_17_11_39_49_7422_left,0,524,215,515,400,524,615,144,459,856,459,0,0,0,0,83
capture_2020_04_17_11_39_49_7422_right,0,505,205,505,380,515,615,144,459,856,459,0,0,0,0,83
capture_2020_04_17_11_39_49_7423_left,0,505,205,534,410,515,615,144,459,856,459,0,0,0,0,83
capture_2020_04_17_11_39_49_7423_right,0,500,205,500,390,510,615,149,459,861,459,0,0,0,0,82
capture_2020_04_17_11_39_49_7424_left,0,505,205,515,380,515,615,144,459,856,459,0,0,0,0,83
capture_2020_04_17_11_39_49_7424_right,0,510,176,500,361,510,615,149,459,851,429,0,0,0,0,82
capture_2020_04_17_11_39_49_7425_left,0,510,176,520,361,510,615,159,459,871,459,0,0,0,0,82
capture_2020_04_17_11_39_49_7425_right,0,510,176,510,351,510,615,159,459,871,459,0,0,0,0,82
capture_2020_04_17_11_39_49_7426_left,0,509,125,518,328,509,617,162,453,865,463,0,0,0,0,82
capture_2020_04_17_11_39_49_7426_right,0,514,125,514,308,514,617,157,453,871,386,0,0,0,0,83
capture_2020_04_17_11_39_49_7427_left,0,514,125,534,318,514,617,138,424,871,434,0,0,0,0,83
capture_2020_04_17_11_39_49_7427_right,0,500,98,510,293,510,615,139,429,871,429,0,0,0,0,82
capture_2020_04_17_11_39_49_7428_left,0,500,98,520,312,510,615,139,429,880,429,0,0,0,0,82
capture_2020_04_17_11_39_49_7428_right,0,500,98,520,283,510,615,139,429,880,429,0,0,0,0,82
capture_2020_04_17_11_39_49_7429_left,0,500,98,529,312,510,615,139,429,880,429,0,0,0,0,82
capture_2020_04_17_11_39_49_7429_right,0,500,98,510,293,510,615,139,429,880,429,0,0,0,0,82
capture_2020_04_17_11_39_49_7430_left,0,504,106,524,299,514,617,138,424,881,424,0,0,0,0,83
capture_2020_04_17_11_39_49_7430_right,0,505,98,505,273,515,615,144,429,875,429,0,0,0,0,83
capture_2020_04_17_11_39_49_7431_left,0,500,98,529,293,510,615,139,429,880,429,0,0,0,0,82
capture_2020_04_17_11_39_49_7431_right,0,500,98,500,283,510,615,139,429,880,429,0,0,0,0,82
capture_2020_04_17_11_39_49_7432_left,0,499,106,528,299,509,617,143,424,875,424,0,0,0,0,82
capture_2020_04_17_11_39_49_7432_right,0,500,98,510,293,510,615,139,429,880,429,0,0,0,0,82
capture_2020_04_17_11_39_49_7433_left,0,499,106,528,308,509,617,143,424,875,424,0,0,0,0,82
capture_2020_04_17_11_39_49_7433_right,0,500,98,510,293,510,615,139,429,880,429,0,0,0,0,82
capture_2020_04_17_11_39_49_7434_left,0,499,106,528,318,509,617,143,424,875,424,0,0,0,0,82
capture_2020_04_17_11_39_49_7434_right,0,500,98,510,302,510,615,139,449,880,429,0,0,0,0,82
capture_2020_04_17_11_39_49_7435_left,0,499,106,518,318,509,617,133,443,875,424,0,0,0,0,82
capture_2020_04_17_11_39_49_7435_right,0,500,98,510,302,510,615,139,449,880,429,0,0,0,0,82
capture_2020_04_17_11_39_49_7436_left,0,499,106,518,318,509,617,133,443,875,424,0,0,0,0,82
capture_2020_04_17_11_39_49_7436_right,0,500,98,520,302,510,615,139,449,880,429,0,0,0,0,82
capture_2020_04_17_11_39_49_7437_left,0,499,106,528,308,509,617,133,443,875,424,0,0,0,0,82
capture_2020_04_17_11_39_49_7437_right,0,500,98,510,302,510,615,139,449,880,429,0,0,0,0,82
capture_2020_04_17_11_39_49_7438_left,0,499,106,518,308,509,617,133,443,875,424,0,0,0,0,82
capture_2020_04_17_11_39_49_7438_right,0,500,98,510,302,510,615,139,449,880,429,0,0,0,0,82
capture_2020_04_17_11_39_49_7439_left,0,499,106,528,318,509,617,133,443,875,424,0,0,0,0,82
capture_2020_04_17_11_39_49_7439_right,0,500,98,500,293,510,615,139,449,880,429,0,0,0,0,82
capture_2020_04_17_11_39_49_7440_left,0,499,106,518,308,509,617,133,443,875,424,0,0,0,0,82
capture_2020_04_17_11_39_49_7440_right,0,500,98,510,293,510,615,139,449,880,429,0,0,0,0,82
capture_2020_04_17_11_39_49_7441_left,0,499,106,518,328,509,617,133,443,875,424,0,0,0,0,82
capture_2020_04_17_11_39_49_7441_right,0,500,98,510,302,510,615,139,449,880,429,0,0,0,0,82
capture_2020_04_17_11_39_49_7442_left,0,500,98,510,341,510,615,139,449,871,439,0,0,0,0,82
capture_2020_04_17_11_39_49_7442_right,0,500,98,510,312,510,615,139,449,871,439,0,0,0,0,82
capture_2020_04_17_11_39_49_7443_left,0,500,98,510,322,510,615,139,449,871,439,0,0,0,0,82
capture_2020_04_17_11_39_49_7443_right,0,505,98,515,302,515,615,134,449,875,439,0,0,0,0,83
capture_2020_04_17_11_39_49_7444_left,0,500,98,510,312,510,615,139,449,871,439,0,0,0,0,82
capture_2020_04_17_11_39_49_7444_right,0,504,106,514,299,514,617,138,443,871,434,0,0,0,0,83
capture_2020_04_17_11_39_49_7445_left,0,505,98,515,341,515,615,134,449,875,439,0,0,0,0,83
capture_2020_04_17_11_39_49_7445_right,0,504,106,504,308,514,617,138,443,871,434,0,0,0,0,83
capture_2020_04_17_11_39_49_7446_left,0,505,98,505,332,515,615,134,449,875,439,0,0,0,0,83
capture_2020_04_17_11_39_49_7446_right,0,500,98,510,302,510,615,139,449,871,439,0,0,0,0,82
capture_2020_04_17_11_39_49_7447_left,0,505,98,505,341,515,615,134,449,875,439,0,0,0,0,83
capture_2020_04_17_11_39_49_7447_right,0,499,106,499,308,509,617,133,443,875,434,0,0,0,0,82
capture_2020_04_17_11_39_49_7448_left,0,500,98,520,322,510,615,139,449,871,439,0,0,0,0,82
capture_2020_04_17_11_39_49_7448_right,0,499,106,499,308,509,617,133,443,875,434,0,0,0,0,82
capture_2020_04_17_11_39_49_7449_left,0,500,98,510,322,510,615,139,449,871,439,0,0,0,0,82
capture_2020_04_17_11_39_49_7449_right,0,499,106,499,299,509,617,133,443,875,434,0,0,0,0,82
capture_2020_04_17_11_39_49_7450_left,0,500,98,510,332,510,615,139,449,871,439,0,0,0,0,82
capture_2020_04_17_11_39_49_7450_right,0,499,106,499,299,509,617,133,443,875,434,0,0,0,0,82
capture_2020_04_17_11_39_49_7451_left,0,505,98,505,322,515,615,134,449,875,439,0,0,0,0,83
capture_2020_04_17_11_39_49_7451_right,0,500,98,500,293,510,615,139,449,871,439,0,0,0,0,82
capture_2020_04_17_11_39_49_7452_left,0,505,98,505,332,515,615,134,449,875,439,0,0,0,0,83
capture_2020_04_17_11_39_49_7452_right,0,499,106,509,299,509,617,133,443,875,434,0,0,0,0,82
capture_2020_04_17_11_39_49_7453_left,0,500,234,510,380,510,566,139,468,871,459,0,0,0,0,82
capture_2020_04_17_11_39_49_7453_right,0,505,166,505,351,515,566,134,468,875,459,0,0,0,0,83
capture_2020_04_17_11_39_49_7454_left,1,499,443,499,482,509,530,152,492,856,414,0,0,0,0,82
capture_2020_04_17_11_39_49_7454_right,1,505,410,505,449,505,488,134,439,885,420,0,0,0,0,83
capture_2020_04_17_11_39_49_7455_left,1,524,449,524,498,534,556,154,488,875,439,0,0,0,0,83
capture_2020_04_17_11_39_49_7455_right,1,510,400,500,459,510,517,139,429,880,439,0,0,0,0,82
capture_2020_04_17_11_39_49_7456_left,1,524,459,534,498,534,546,163,478,875,410,0,0,0,0,83
capture_2020_04_17_11_39_49_7456_right,1,500,429,490,468,500,507,159,429,861,429,0,0,0,0,82
capture_2020_04_17_11_39_49_7457_left,1,549,478,549,507,549,537,207,488,861,400,0,0,0,0,82
capture_2020_04_17_11_39_49_7457_right,1,490,449,490,498,490,527,139,429,871,439,0,0,0,0,82
capture_2020_04_17_11_39_49_7458_left,1,534,488,534,527,534,576,163,478,866,439,0,0,0,0,83
capture_2020_04_17_11_39_49_7458_right,1,520,439,500,488,520,537,168,420,871,439,0,0,0,0,82
capture_2020_04_17_11_39_49_7459_left,1,524,478,534,517,524,556,163,468,875,420,0,0,0,0,83
capture_2020_04_17_11_39_49_7459_right,1,510,449,500,498,500,546,168,410,861,439,0,0,0,0,82
capture_2020_04_17_11_39_49_7460_left,1,529,478,529,517,529,566,159,478,861,439,0,0,0,0,82
capture_2020_04_17_11_39_49_7460_right,1,490,439,471,498,480,546,159,400,861,439,0,0,0,0,82
capture_2020_04_17_11_39_49_7461_left,1,549,478,559,507,568,556,198,488,871,410,0,0,0,0,82
capture_2020_04_17_11_39_49_7461_right,1,518,443,528,482,518,520,171,424,846,443,0,0,0,0,82
capture_2020_04_17_11_39_49_7462_left,1,539,498,549,527,549,566,188,488,861,410,0,0,0,0,82
capture_2020_04_17_11_39_49_7462_right,1,528,463,518,501,528,530,181,414,856,434,0,0,0,0,82
capture_2020_04_17_11_39_49_7463_left,1,549,488,559,527,549,556,188,478,861,429,0,0,0,0,82
capture_2020_04_17_11_39_49_7463_right,1,538,472,538,511,538,549,171,424,856,434,0,0,0,0,82
capture_2020_04_17_11_39_49_7464_left,1,549,488,559,527,559,566,198,488,871,390,0,0,0,0,82
capture_2020_04_17_11_39_49_7464_right,1,510,459,500,498,510,546,178,429,871,390,0,0,0,0,82
capture_2020_04_17_11_39_49_7465_left,1,549,468,549,517,559,566,168,498,841,400,0,0,0,0,82
capture_2020_04_17_11_39_49_7465_right,1,520,449,490,498,520,546,168,380,841,410,0,0,0,0,82
capture_2020_04_17_11_39_49_7466_left,1,539,478,549,527,559,576,198,488,832,400,0,0,0,0,82
capture_2020_04_17_11_39_49_7466_right,1,518,443,518,501,518,559,162,405,837,443,0,0,0,0,82
capture_2020_04_17_11_39_49_7467_left,1,520,459,529,507,539,585,168,478,861,410,0,0,0,0,82
capture_2020_04_17_11_39_49_7467_right,1,538,453,538,511,538,559,143,434,865,405,0,0,0,0,82
capture_2020_04_17_11_39_49_7468_left,1,559,478,568,517,568,576,178,488,861,410,0,0,0,0,82
capture_2020_04_17_11_39_49_7468_right,1,490,453,480,501,490,549,171,424,865,405,0,0,0,0,82
capture_2020_04_17_11_39_49_7469_left,1,538,501,547,530,547,578,210,492,856,395,0,0,0,0,82
capture_2020_04_17_11_39_49_7469_right,1,510,459,500,498,500,537,198,429,861,429,0,0,0,0,82
capture_2020_04_17_11_39_49_7470_left,1,547,482,557,530,557,578,191,482,865,395,0,0,0,0,82
capture_2020_04_17_11_39_49_7470_right,1,505,439,485,498,495,546,154,410,856,429,0,0,0,0,83
capture_2020_04_17_11_39_49_7471_left,1,538,472,547,530,557,578,191,492,856,405,0,0,0,0,82
capture_2020_04_17_11_39_49_7471_right,1,524,449,515,507,534,576,144,420,856,439,0,0,0,0,83
capture_2020_04_17_11_39_49_7472_left,1,538,472,547,520,557,578,181,482,856,405,0,0,0,0,82
capture_2020_04_17_11_39_49_7472_right,1,524,468,505,517,524,566,154,420,866,420,0,0,0,0,83
capture_2020_04_17_11_39_49_7473_left,1,547,482,567,530,557,578,171,482,856,414,0,0,0,0,82
capture_2020_04_17_11_39_49_7473_right,1,544,478,544,517,554,566,154,420,866,429,0,0,0,0,83
capture_2020_04_17_11_39_49_7474_left,1,528,482,538,520,547,559,181,492,856,405,0,0,0,0,82
capture_2020_04_17_11_39_49_7474_right,1,529,468,510,507,529,546,149,429,851,439,0,0,0,0,82
