,eyeClosed,Center Up,,Center,,Center Down,,Left Point,,Right Point,,Left,Right,Up,Down,Eye width:
capture_2020_04_17_11_39_49_7358_right,0,48,21,31,48,46,76,2,51,95,46,1,0,0,0,100
capture_2020_04_17_11_39_49_7359_left,0,48,21,31,48,46,76,2,51,96,51,1,0,0,0,100
capture_2020_04_17_11_39_49_7359_right,0,48,21,31,48,46,76,2,51,96,48,1,0,0,0,100
capture_2020_04_17_11_39_49_7360_left,0,48,21,31,52,52,73,4,55,98,51,1,0,0,0,100
capture_2020_04_17_11_39_49_7360_right,0,48,22,35,46,52,73,2,48,95,47,1,0,0,0,100
capture_2020_04_17_11_39_49_7361_left,1,47,47,48,54,48,64,5,58,94,48,0,0,0,0,100
capture_2020_04_17_11_39_49_7361_right,1,47,47,48,54,48,64,5,48,94,48,0,0,0,0,100
capture_2020_04_17_11_39_49_7362_left,1,47,47,48,54,48,64,5,58,95,46,0,0,0,0,100
capture_2020_04_17_11_39_49_7362_right,1,48,47,48,54,49,64,5,48,96,47,0,0,0,0,100
capture_2020_04_17_11_39_49_7363_left,1,47,47,48,54,48,64,4,57,94,45,0,0,0,0,100
capture_2020_04_17_11_39_49_7363_right,1,47,47,48,54,48,64,4,48,94,45,0,0,0,0,100
capture_2020_04_17_11_39_49_7364_left,0,48,27,58,50,49,72,2,56,96,49,0,1,0,0,100
capture_2020_04_17_11_39_49_7364_right,0,48,27,65,46,49,72,4,51,96,49,0,1,0,0,100
capture_2020_04_17_11_39_49_7365_left,0,48,27,65,46,49,72,4,51,96,49,0,1,0,0,100
capture_2020_04_17_11_39_49_7365_right,0,49,27,66,46,50,72,2,51,98,49,0,1,0,0,100
capture_2020_04_17_11_39_49_7366_left,0,52,20,65,49,51,73,5,54,98,49,0,1,0,0,100
capture_2020_04_17_11_39_49_7366_right,0,53,20,66,46,51,73,6,54,96,49,0,1,0,0,100
capture_2020_04_17_11_39_49_7367_left,0,53,20,64,48,51,73,6,54,96,49,0,1,0,0,100
capture_2020_04_17_11_39_49_7367_right,0,53,20,65,48,51,73,4,54,96,49,0,1,0,0,100
capture_2020_04_17_11_39_49_7368_left,0,53,20,65,49,51,73,5,57,96,49,0,1,0,0,100
capture_2020_04_17_11_39_49_7368_right,0,52,20,65,49,51,73,4,57,98,49,0,1,0,0,100
capture_2020_04_17_11_39_49_7369_left,0,53,20,65,49,51,73,5,57,96,49,0,1,0,0,100
capture_2020_04_17_11_39_49_7369_right,0,52,20,66,48,51,73,4,57,98,49,0,1,0,0,100
capture_2020_04_17_11_39_49_7370_left,0,53,20,64,52,51,73,5,57,96,49,0,1,0,0,100
capture_2020_04_17_11_39_49_7370_right,0,53,21,66,48,51,73,5,56,96,49,0,1,0,0,100
capture_2020_04_17_11_39_49_7371_left,0,52,21,66,51,51,73,5,56,96,49,0,1,0,0,100
capture_2020_04_17_11_39_49_7371_right,0,52,21,68,50,51,73,5,56,96,49,0,1,0,0,100
capture_2020_04_17_11_39_49_7372_left,0,52,21,66,51,51,73,5,56,96,49,0,1,0,0,100
capture_2020_04_17_11_39_49_7372_right,0,52,21,66,49,51,73,5,56,96,49,0,1,0,0,100
capture_2020_04_17_11_39_49_7373_left,0,52,21,67,51,51,73,5,56,96,49,0,1,0,0,100
capture_2020_04_17_11_39_49_7373_right,0,52,21,66,49,51,73,5,56,96,49,0,1,0,0,100
capture_2020_04_17_11_39_49_7374_left,0,52,21,66,50,51,73,5,56,96,49,0,1,0,0,100
capture_2020_04_17_11_39_49_7374_right,0,52,21,66,49,51,73,5,56,96,49,0,1,0,0,100
capture_2020_04_17_11_39_49_7375_left,0,52,21,66,51,51,73,5,56,96,49,0,1,0,0,100
capture_2020_04_17_11_39_49_7375_right,0,53,21,65,51,51,73,5,56,96,49,0,1,0,0,100
capture_2020_04_17_11_39_49_7376_left,0,52,21,66,51,51,73,5,56,96,49,0,1,0,0,100
capture_2020_04_17_11_39_49_7376_right,0,53,21,67,50,51,73,5,56,96,49,0,1,0,0,100
capture_2020_04_17_11_39_49_7377_left,0,52,21,67,50,51,73,5,56,96,49,0,1,0,0,100
capture_2020_04_17_11_39_49_7377_right,0,52,21,67,50,51,73,5,56,96,49,0,1,0,0,100
capture_2020_04_17_11_39_49_7378_left,0,53,21,67,50,52,79,4,59,95,52,0,1,0,0,100
capture_2020_04_17_11_39_49_7378_right,0,52,21,67,50,52,79,4,59,95,52,0,1,0,0,100
capture_2020_04_17_11_39_49_7379_left,0,52,20,67,49,52,80,2,58,96,52,0,1,0,0,100
capture_2020_04_17_11_39_49_7379_right,0,52,21,67,50,52,79,4,59,95,52,0,1,0,0,100
capture_2020_04_17_11_39_49_7380_left,0,52,21,67,50,52,79,4,59,95,52,0,1,0,0,100
capture_2020_04_17_11_39_49_7380_right,0,52,21,67,50,52,79,4,59,95,52,0,1,0,0,100
capture_2020_04_17_11_39_49_7381_left,0,52,21,67,50,52,79,4,59,95,52,0,1,0,0,100
capture_2020_04_17_11_39_49_7381_right,0,53,21,67,50,52,79,4,59,95,52,0,1,0,0,100
capture_2020_04_17_11_39_49_7382_left,0,52,21,67,50,52,79,4,59,95,52,0,1,0,0,100
capture_2020_04_17_11_39_49_7382_right,0,52,21,67,50,52,79,4,59,95,52,0,1,0,0,100
capture_2020_04_17_11_39_49_7383_left,1,50,50,51,59,50,70,5,61,95,52,0,0,0,0,100
capture_2020_04_17_11_39_49_7383_right,1,50,48,50,56,50,66,4,52,95,52,0,0,0,0,100
capture_2020_04_17_11_39_49_7384_left,1,50,52,51,62,52,73,9,60,95,52,0,0,0,0,100
capture_2020_04_17_11_39_49_7384_right,1,50,52,51,59,51,67,5,54,95,52,0,0,0,0,100
capture_2020_04_17_11_39_49_7385_left,1,54,57,54,63,54,73,6,61,95,52,0,0,0,0,100
capture_2020_04_17_11_39_49_7385_right,1,54,56,52,63,54,70,7,51,95,52,0,0,0,0,100
capture_2020_04_17_11_39_49_7386_left,1,54,60,55,66,55,73,10,61,95,49,0,0,0,0,100
capture_2020_04_17_11_39_49_7386_right,1,55,60,52,65,55,73,6,52,95,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7387_left,1,48,57,48,66,49,73,10,59,94,52,0,0,0,0,100
capture_2020_04_17_11_39_49_7387_right,1,48,57,48,66,49,73,6,52,95,56,0,0,0,0,100
capture_2020_04_17_11_39_49_7388_left,1,50,61,52,68,52,76,6,59,96,50,0,0,0,0,100
capture_2020_04_17_11_39_49_7388_right,1,53,56,53,63,53,71,5,55,95,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7389_left,1,46,51,46,61,48,70,6,59,96,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7389_right,1,49,49,49,60,49,68,5,54,96,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7390_left,1,49,49,49,60,49,68,5,59,96,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7390_right,1,49,49,49,60,49,68,5,56,96,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7391_left,1,49,49,49,60,49,68,7,57,96,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7391_right,1,49,49,49,60,49,68,9,54,96,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7392_left,0,48,39,49,60,49,82,8,60,95,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7392_right,0,49,37,49,57,49,80,5,55,96,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7393_left,0,48,38,51,60,48,79,6,55,95,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7393_right,0,49,38,50,60,49,79,5,55,96,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7394_left,0,49,38,50,60,49,79,5,55,96,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7394_right,1,49,49,50,60,50,72,5,55,96,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7395_left,1,49,49,50,60,50,72,5,55,96,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7395_right,1,49,49,50,60,50,72,5,55,96,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7396_left,1,49,49,50,60,50,72,5,55,96,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7396_right,1,49,49,50,60,50,72,5,55,96,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7397_left,1,49,49,50,60,50,72,5,55,96,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7397_right,1,50,53,50,60,51,67,5,55,96,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7398_left,1,50,54,50,60,51,67,5,55,96,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7398_right,1,50,54,50,60,51,67,11,51,96,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7399_left,1,50,54,50,60,51,67,6,59,96,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7399_right,1,50,53,50,60,51,67,9,54,96,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7400_left,1,50,54,50,60,51,67,9,59,95,56,0,0,0,0,100
capture_2020_04_17_11_39_49_7400_right,1,50,53,50,60,51,67,10,54,95,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7401_left,1,50,54,50,60,51,67,9,60,95,56,0,0,0,0,100
capture_2020_04_17_11_39_49_7401_right,1,50,53,50,60,51,67,7,54,95,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7402_left,1,50,54,50,60,51,67,6,59,95,56,0,0,0,0,100
capture_2020_04_17_11_39_49_7402_right,1,50,54,50,60,51,67,7,54,95,56,0,0,0,0,100
capture_2020_04_17_11_39_49_7403_left,1,50,53,50,60,51,67,9,58,94,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7403_right,1,51,52,51,60,51,67,7,56,95,56,0,0,0,0,100
capture_2020_04_17_11_39_49_7404_left,1,50,54,49,63,50,71,10,58,95,57,0,0,0,0,100
capture_2020_04_17_11_39_49_7404_right,1,50,48,50,60,50,68,10,55,95,56,0,0,0,0,100
capture_2020_04_17_11_39_49_7405_left,1,50,52,50,60,50,68,6,59,95,56,0,0,0,0,100
capture_2020_04_17_11_39_49_7405_right,1,50,53,50,60,50,67,7,52,95,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7406_left,1,51,55,51,63,52,71,9,61,95,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7406_right,1,51,55,50,61,50,69,7,55,96,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7407_left,1,49,52,50,61,50,69,6,58,96,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7407_right,1,49,52,50,61,50,68,6,55,95,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7408_left,1,49,52,50,61,50,69,7,58,96,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7408_right,1,49,52,50,61,50,68,7,54,95,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7409_left,1,48,55,50,62,50,74,6,59,94,57,0,0,0,0,100
capture_2020_04_17_11_39_49_7409_right,1,49,50,48,60,49,71,5,56,95,52,0,0,0,0,100
capture_2020_04_17_11_39_49_7410_left,1,50,55,51,63,51,71,4,61,95,57,0,0,0,0,100
capture_2020_04_17_11_39_49_7410_right,1,52,55,52,59,52,63,6,54,95,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7411_left,1,49,55,49,62,49,70,6,57,94,57,0,0,0,0,100
capture_2020_04_17_11_39_49_7411_right,1,48,52,48,61,49,70,6,57,94,57,0,0,0,0,100
capture_2020_04_17_11_39_49_7412_left,1,48,51,49,62,49,73,5,60,94,57,0,0,0,0,100
capture_2020_04_17_11_39_49_7412_right,1,52,51,51,61,52,72,8,53,94,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7413_left,1,51,56,52,62,54,71,5,61,91,56,0,0,0,0,100
capture_2020_04_17_11_39_49_7413_right,1,52,55,52,63,53,70,5,57,92,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7414_left,1,49,54,49,62,51,71,5,56,91,56,0,0,0,0,100
capture_2020_04_17_11_39_49_7414_right,1,49,54,49,61,50,69,5,54,91,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7415_left,1,51,55,51,62,51,70,7,59,91,56,0,0,0,0,100
capture_2020_04_17_11_39_49_7415_right,1,50,52,50,60,50,67,7,54,91,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7416_left,1,50,57,49,63,52,73,6,60,91,56,0,0,0,0,100
capture_2020_04_17_11_39_49_7416_right,1,49,53,49,61,50,70,6,54,95,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7417_left,1,51,56,51,63,51,72,6,60,95,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7417_right,1,50,51,50,60,50,71,6,54,94,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7418_left,1,50,51,50,60,50,71,5,60,94,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7418_right,1,50,51,50,59,50,70,4,53,95,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7419_left,0,51,33,52,54,52,72,5,57,94,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7419_right,0,51,30,51,51,49,70,5,54,94,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7420_left,0,49,34,52,52,52,71,7,57,95,57,0,0,0,0,100
capture_2020_04_17_11_39_49_7420_right,0,49,34,52,52,52,71,7,57,95,57,0,0,0,0,100
capture_2020_04_17_11_39_49_7421_left,0,49,34,53,52,52,71,7,57,94,57,0,0,0,0,100
capture_2020_04_17_11_39_49_7421_right,0,49,28,49,49,51,67,7,55,94,57,0,0,0,0,100
capture_2020_04_17_11_39_49_7422_left,0,53,27,52,50,53,77,6,57,94,57,0,0,0,0,100
capture_2020_04_17_11_39_49_7422_right,0,51,26,51,48,52,77,6,57,94,57,0,0,0,0,100
capture_2020_04_17_11_39_49_7423_left,0,51,26,54,51,52,77,6,57,94,57,0,0,0,0,100
capture_2020_04_17_11_39_49_7423_right,0,50,26,50,49,51,77,6,57,95,57,0,0,0,0,100
capture_2020_04_17_11_39_49_7424_left,0,51,26,52,48,52,77,6,57,94,57,0,0,0,0,100
capture_2020_04_17_11_39_49_7424_right,0,51,22,50,45,51,77,6,57,94,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7425_left,0,51,22,52,45,51,77,7,57,96,57,0,0,0,0,100
capture_2020_04_17_11_39_49_7425_right,0,51,22,51,44,51,77,7,57,96,57,0,0,0,0,100
capture_2020_04_17_11_39_49_7426_left,0,51,16,52,41,51,77,7,57,96,58,0,0,0,0,100
capture_2020_04_17_11_39_49_7426_right,0,52,16,52,39,52,77,7,57,96,48,0,0,0,0,100
capture_2020_04_17_11_39_49_7427_left,0,52,16,54,40,52,77,5,53,96,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7427_right,0,50,12,51,37,51,77,5,54,96,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7428_left,0,50,12,52,39,51,77,5,54,98,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7428_right,0,50,12,52,35,51,77,5,54,98,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7429_left,0,50,12,54,39,51,77,5,54,98,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7429_right,0,50,12,51,37,51,77,5,54,98,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7430_left,0,51,13,53,37,52,77,5,53,98,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7430_right,0,51,12,51,34,52,77,6,54,96,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7431_left,0,50,12,54,37,51,77,5,54,98,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7431_right,0,50,12,50,35,51,77,5,54,98,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7432_left,0,50,13,54,37,51,77,5,53,98,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7432_right,0,50,12,51,37,51,77,5,54,98,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7433_left,0,50,13,54,39,51,77,5,53,98,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7433_right,0,50,12,51,37,51,77,5,54,98,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7434_left,0,50,13,54,40,51,77,5,53,98,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7434_right,0,50,12,51,38,51,77,5,56,98,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7435_left,0,50,13,52,40,51,77,4,55,98,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7435_right,0,50,12,51,38,51,77,5,56,98,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7436_left,0,50,13,52,40,51,77,4,55,98,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7436_right,0,50,12,52,38,51,77,5,56,98,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7437_left,0,50,13,54,39,51,77,4,55,98,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7437_right,0,50,12,51,38,51,77,5,56,98,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7438_left,0,50,13,52,39,51,77,4,55,98,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7438_right,0,50,12,51,38,51,77,5,56,98,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7439_left,0,50,13,54,40,51,77,4,55,98,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7439_right,0,50,12,50,37,51,77,5,56,98,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7440_left,0,50,13,52,39,51,77,4,55,98,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7448_left,0,50,12,52,40,51,77,5,56,96,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7448_right,0,50,13,50,39,51,77,4,55,98,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7449_left,0,50,12,51,40,51,77,5,56,96,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7449_right,0,50,13,50,37,51,77,4,55,98,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7450_left,0,50,12,51,41,51,77,5,56,96,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7450_right,0,50,13,50,37,51,77,4,55,98,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7451_left,0,51,12,51,40,52,77,5,56,96,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7451_right,0,50,12,50,37,51,77,5,56,96,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7452_left,0,51,12,51,41,52,77,5,56,96,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7452_right,0,50,13,51,37,51,77,4,55,98,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7453_left,0,50,29,51,48,51,71,5,59,96,57,0,0,0,0,100
capture_2020_04_17_11_39_49_7453_right,0,51,21,51,44,52,71,5,59,96,57,0,0,0,0,100
capture_2020_04_17_11_39_49_7454_left,1,50,55,50,60,51,66,6,61,95,52,0,0,0,0,100
capture_2020_04_17_11_39_49_7454_right,1,51,51,51,56,51,61,5,55,98,52,0,0,0,0,100
capture_2020_04_17_11_39_49_7455_left,1,53,56,53,62,54,70,7,61,96,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7455_right,1,51,50,50,57,51,65,5,54,98,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7456_left,1,53,57,54,62,54,68,8,60,96,51,0,0,0,0,100
capture_2020_04_17_11_39_49_7456_right,1,50,54,49,59,50,63,7,54,95,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7457_left,1,56,60,56,63,56,67,13,61,95,50,0,0,0,0,100
capture_2020_04_17_11_39_49_7457_right,1,49,56,49,62,49,66,5,54,96,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7458_left,1,54,61,54,66,54,72,8,60,95,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7458_right,1,52,55,50,61,52,67,9,52,96,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7459_left,1,53,60,54,65,53,70,8,59,96,52,0,0,0,0,100
capture_2020_04_17_11_39_49_7459_right,1,51,56,50,62,50,68,9,51,95,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7460_left,1,54,60,54,65,54,71,7,60,95,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7460_right,1,49,55,46,62,48,68,7,50,95,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7461_left,1,56,60,57,63,59,70,12,61,96,51,0,0,0,0,100
capture_2020_04_17_11_39_49_7461_right,1,52,55,54,60,52,65,9,53,94,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7462_left,1,55,62,56,66,56,71,11,61,95,51,0,0,0,0,100
capture_2020_04_17_11_39_49_7462_right,1,54,58,52,63,54,66,10,52,95,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7463_left,1,56,61,57,66,56,70,11,60,95,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7463_right,1,55,59,55,64,55,69,9,53,95,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7464_left,1,56,61,57,66,57,71,12,61,96,49,0,0,0,0,100
capture_2020_04_17_11_39_49_7464_right,1,51,57,50,62,51,68,10,54,96,49,0,0,0,0,100
capture_2020_04_17_11_39_49_7465_left,1,56,59,56,65,57,71,9,62,93,50,0,0,0,0,100
capture_2020_04_17_11_39_49_7465_right,1,52,56,49,62,52,68,9,48,93,51,0,0,0,0,100
capture_2020_04_17_11_39_49_7466_left,1,55,60,56,66,57,72,12,61,91,50,0,0,0,0,100
capture_2020_04_17_11_39_49_7466_right,1,52,55,52,63,52,70,7,51,93,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7467_left,1,52,57,54,63,55,73,9,60,95,51,0,0,0,0,100
capture_2020_04_17_11_39_49_7467_right,1,55,57,55,64,55,70,5,54,96,51,0,0,0,0,100
capture_2020_04_17_11_39_49_7468_left,1,57,60,59,65,59,72,10,61,95,51,0,0,0,0,100
capture_2020_04_17_11_39_49_7468_right,1,49,57,48,63,49,69,9,53,96,51,0,0,0,0,100
capture_2020_04_17_11_39_49_7469_left,1,55,63,56,66,56,72,13,61,95,49,0,0,0,0,100
capture_2020_04_17_11_39_49_7469_right,1,51,57,50,62,50,67,12,54,95,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7470_left,1,56,60,57,66,57,72,11,60,96,49,0,0,0,0,100
capture_2020_04_17_11_39_49_7470_right,1,51,55,48,62,49,68,7,51,94,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7471_left,1,55,59,56,66,57,72,11,61,95,51,0,0,0,0,100
capture_2020_04_17_11_39_49_7471_right,1,53,56,52,63,54,72,6,52,94,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7472_left,1,55,59,56,65,57,72,10,60,95,51,0,0,0,0,100
capture_2020_04_17_11_39_49_7472_right,1,53,59,51,65,53,71,7,52,95,52,0,0,0,0,100
capture_2020_04_17_11_39_49_7473_left,1,56,60,59,66,57,72,9,60,95,52,0,0,0,0,100
capture_2020_04_17_11_39_49_7473_right,1,55,60,55,65,57,71,7,52,95,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7474_left,1,54,60,55,65,56,70,10,61,95,51,0,0,0,0,100
capture_2020_04_17_11_39_49_7474_right,1,54,59,51,63,54,68,6,54,94,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7475_left,1,56,60,56,65,57,71,11,59,95,52,0,0,0,0,100
capture_2020_04_17_11_39_49_7475_right,1,51,56,50,62,51,68,7,52,95,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7476_left,1,54,59,55,65,52,71,9,59,95,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7476_right,1,52,57,51,65,52,70,12,54,95,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7477_left,1,54,58,54,64,54,71,15,61,95,52,0,0,0,0,100
capture_2020_04_17_11_39_49_7477_right,1,54,59,52,63,54,68,10,54,94,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7478_left,1,54,59,55,63,54,70,11,59,94,52,0,0,0,0,100
capture_2020_04_17_11_39_49_7478_right,1,51,56,48,62,51,68,8,54,94,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7479_left,1,52,60,55,65,55,72,12,61,95,51,0,0,0,0,100
capture_2020_04_17_11_39_49_7479_right,1,51,56,51,63,51,70,7,55,95,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7480_left,1,52,59,54,65,54,70,12,61,95,52,0,0,0,0,100
capture_2020_04_17_11_39_49_7480_right,1,52,56,52,63,52,71,9,55,95,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7481_left,1,55,58,56,64,57,70,11,60,95,51,0,0,0,0,100
capture_2020_04_17_11_39_49_7481_right,1,52,57,52,63,54,70,10,54,93,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7482_left,1,55,60,56,65,56,70,12,60,95,51,0,0,0,0,100
capture_2020_04_17_11_39_49_7482_right,1,54,57,51,63,52,68,9,55,93,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7483_left,1,55,61,55,67,57,74,13,61,93,51,0,0,0,0,100
capture_2020_04_17_11_39_49_7483_right,1,54,57,52,63,54,71,9,55,95,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7484_left,1,55,59,57,64,57,71,11,60,93,52,0,0,0,0,100
capture_2020_04_17_11_39_49_7484_right,1,54,57,52,62,52,68,9,55,96,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7485_left,1,53,58,54,65,54,70,11,60,95,52,0,0,0,0,100
capture_2020_04_17_11_39_49_7485_right,1,54,57,51,62,54,67,10,55,95,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7486_left,0,51,35,54,56,53,73,13,59,93,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7486_right,0,52,31,54,53,52,71,6,54,94,55,0,0,0,0,100
capture_2020_04_17_11_39_49_7487_left,0,53,32,53,52,52,72,7,57,96,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7487_right,0,51,29,52,52,52,75,5,54,98,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7488_left,0,51,29,53,49,52,74,6,54,96,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7488_right,0,51,27,52,47,52,71,7,54,95,52,0,0,0,0,100
capture_2020_04_17_11_39_49_7489_left,0,54,27,53,48,54,78,10,55,95,52,0,0,0,0,100
capture_2020_04_17_11_39_49_7489_right,0,55,27,54,47,55,78,6,54,95,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7490_left,0,54,27,53,49,54,78,7,54,95,52,0,0,0,0,100
capture_2020_04_17_11_39_49_7490_right,0,51,24,52,47,51,76,6,54,95,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7491_left,0,51,24,54,49,52,76,7,54,95,52,0,0,0,0,100
capture_2020_04_17_11_39_49_7491_right,0,53,24,52,47,52,72,6,54,95,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7492_left,0,54,26,54,49,52,76,7,54,95,52,0,0,0,0,100
capture_2020_04_17_11_39_49_7492_right,0,51,22,51,46,49,73,6,51,95,50,0,0,0,0,100
capture_2020_04_17_11_39_49_7493_left,0,49,24,52,50,51,72,6,54,96,52,0,0,0,0,100
capture_2020_04_17_11_39_49_7493_right,0,49,24,49,48,49,71,6,55,96,52,0,0,0,0,100
capture_2020_04_17_11_39_49_7494_left,0,53,24,52,49,52,72,6,55,96,52,0,0,0,0,100
capture_2020_04_17_11_39_49_7494_right,0,49,25,49,46,49,73,5,54,95,53,0,0,0,0,100
capture_2020_04_17_11_39_49_7495_left,0,52,26,51,49,51,68,4,56,96,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7495_right,0,49,22,49,46,47,71,4,56,96,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7496_left,0,49,22,51,48,47,72,5,56,96,54,0,0,0,0,100
capture_2020_04_17_11_39_49_7496_right,0,46,22,44,44,43,69,2,52,94,51,0,0,0,0,100
capture_2020_04_17_11_39_49_7497_left,0,53,23,50,48,53,73,3,57,95,53,0,0,0,0,100
